M	A	Rank	Composite
DHRSX-IT1	9.46688221647327e-05	0.00959338620877755	21969.9716981132	DHRSX-IT1: 21969.9716981132
ZBED1	0.00292800642244735	0.27064996050064	7548.03773584906	ZBED1: 7548.03773584906
LINC00102	2.07883762603173e-06	0.00104047661478235	26679.4528301887	LINC00102: 26679.4528301887
CD99	0.0895930180250709	5.12292974235059	124.660377358491	CD99: 124.660377358491
XG	2.03785049400785e-05	0.00565191983780112	24837.179245283	XG: 24837.179245283
GYG2	0.00107248023466857	0.0809840910342144	11649.5094339623	GYG2: 11649.5094339623
GYG2-AS1	2.42674270460474e-06	3.15836848285669e-05	26986.6698113208	GYG2-AS1: 26986.6698113208
ARSD	0.00467666253367577	0.439256873119995	5553.30188679245	ARSD: 5553.30188679245
ARSD-AS1	3.26335886688793e-05	0.00297541526535686	22995.4339622641	ARSD-AS1: 22995.4339622641
ARSE	0.002084115466113	0.180345708640247	9653.91509433962	ARSE: 9653.91509433962
ARSH	0	0.000127697940955942	27241.6698113208	ARSH: 27241.6698113208
ARSF	0	0.000222903635051348	27241.6698113208	ARSF: 27241.6698113208
LINC01546	1.92991288420681e-08	0.000192808501047548	26894.8962264151	LINC01546: 26894.8962264151
MXRA5	0.000830438670280347	0.0682261588818364	13059.358490566	MXRA5: 13059.358490566
PRKX	0.00119535626757278	0.10012217329943	10942.5094339623	PRKX: 10942.5094339623
PRKX-AS1	0	4.13543551305247e-06	27241.6698113208	PRKX-AS1: 27241.6698113208
BX890604.2	0.00193339941401194	0.221486639626569	9267.90566037736	BX890604.2: 9267.90566037736
BX842570.1	0.000134605396469776	0.0118616485433874	18779.179245283	BX842570.1: 18779.179245283
AC074035.1	0	0	27241.6698113208	AC074035.1: 27241.6698113208
AC110995.1	3.44580804754135e-06	0.00158504458451867	25660.9716981132	AC110995.1: 25660.9716981132
NLGN4X	0.000160338650167977	0.00979012027636633	19257.7830188679	NLGN4X: 19257.7830188679
VCX3A	1.17483267043119e-06	0.000370370268098432	26670.3773584906	VCX3A: 26670.3773584906
PUDP	0.00157713604197866	0.101916581615225	10645.4150943396	PUDP: 10645.4150943396
STS	0.000707527535621614	0.0627326529441351	12772.4905660377	STS: 12772.4905660377
VCX	1.8472157611039e-06	0.00018824871367877	27057.7735849057	VCX: 27057.7735849057
PNPLA4	0.00913959740057938	0.634606478111739	3148.81132075472	PNPLA4: 3148.81132075472
AC079142.1	0.000102068085305268	0.0149706286460437	19956.4528301887	AC079142.1: 19956.4528301887
VCX2	0	1.13748164667344e-05	27241.6698113208	VCX2: 27241.6698113208
VCX3B	1.18440333034871e-05	0.000859389995031895	25305.2830188679	VCX3B: 25305.2830188679
AC006062.1	1.98191522777055e-06	0.00025160015149661	27052.1981132075	AC006062.1: 27052.1981132075
ANOS1	6.81339912160958e-05	0.00611034860998929	22045.641509434	ANOS1: 22045.641509434
FAM9A	0	0	27241.6698113208	FAM9A: 27241.6698113208
AC003685.1	0	0	27241.6698113208	AC003685.1: 27241.6698113208
AC074281.2	0	0	27241.6698113208	AC074281.2: 27241.6698113208
FAM9B	6.79931612446916e-07	0.000368194238862784	26890.679245283	FAM9B: 26890.679245283
AC003684.1	0	1.93040623002471e-05	27241.6698113208	AC003684.1: 27241.6698113208
TBL1X	0.00493664664716105	0.490028211752777	5143.43396226415	TBL1X: 5143.43396226415
GPR143	0.000395574703014983	0.0286723937732002	14953.8867924528	GPR143: 14953.8867924528
SHROOM2	0.000955219146472196	0.078845652044846	11719.8679245283	SHROOM2: 11719.8679245283
CLDN34	2.49951059319908e-05	0.00430437275072365	24902.0849056604	CLDN34: 24902.0849056604
WWC3	0.00224939545857215	0.190252610211953	8490.84905660377	WWC3: 8490.84905660377
WWC3-AS1	7.78949602162572e-06	0.000945507839752453	25728.4528301887	WWC3-AS1: 25728.4528301887
CLCN4	0.00228036382872766	0.217613055868343	8510.22641509434	CLCN4: 8510.22641509434
AC003666.1	0	5.00699719873796e-05	27241.6698113208	AC003666.1: 27241.6698113208
MID1	0.00108868657201965	0.102514317700688	11489.8867924528	MID1: 11489.8867924528
AC073529.1	5.04533776669518e-05	0.00574484869607104	23421.7641509434	AC073529.1: 23421.7641509434
HCCS	0.00467651582095798	0.318191669403982	5902.28301886792	HCCS: 5902.28301886792
ARHGAP6	0.000199148402429841	0.0211191760740333	17456.2547169811	ARHGAP6: 17456.2547169811
AMELX	0	7.94218969444812e-05	27241.6698113208	AMELX: 27241.6698113208
AC004554.2	0	0.000137097227246348	27241.6698113208	AC004554.2: 27241.6698113208
MSL3	0.00302134623247529	0.217896785196866	7561.88679245283	MSL3: 7561.88679245283
FRMPD4	0.000173606343729322	0.0183828854153152	17839.2641509434	FRMPD4: 17839.2641509434
FRMPD4-AS1	0	8.75685284079623e-06	27241.6698113208	FRMPD4-AS1: 27241.6698113208
PRPS2	0.00397989746434301	0.236950089864942	6605.83018867925	PRPS2: 6605.83018867925
TLR7	1.18347572122839e-05	0.00176770366426712	24174.6132075472	TLR7: 24174.6132075472
TLR8-AS1	0	1.38800542462732e-05	27241.6698113208	TLR8-AS1: 27241.6698113208
TLR8	7.10076103772269e-07	0.00035020524530603	26565.5283018868	TLR8: 26565.5283018868
TMSB4X	0.150483290809588	6.41932004484477	26.6415094339623	TMSB4X: 26.6415094339623
FAM9C	9.46088558710624e-06	0.00163004667957498	25713.1981132075	FAM9C: 25713.1981132075
AC079171.1	0	8.44508333045158e-05	27241.6698113208	AC079171.1: 27241.6698113208
LINC02154	0.00017881188376893	0.0169271725725548	19817.5943396226	LINC02154: 19817.5943396226
AC004674.1	0	2.14615219641869e-05	27241.6698113208	AC004674.1: 27241.6698113208
ATXN3L	0	8.51936643477003e-06	27241.6698113208	ATXN3L: 27241.6698113208
LINC01203	6.75869046588566e-07	0.000156555552156473	26886.9339622641	LINC01203: 26886.9339622641
EGFL6	2.85217310381223e-06	0.000928977871941793	26283.4245283019	EGFL6: 26283.4245283019
TCEANC	0.000727213797971168	0.0545114931414053	12596.6886792453	TCEANC: 12596.6886792453
RAB9A	0.00935470113848152	0.654051242605978	3191.28301886792	RAB9A: 3191.28301886792
TRAPPC2	0.00357530541819688	0.254224152529913	6657.49056603774	TRAPPC2: 6657.49056603774
OFD1	0.00552767292280519	0.598783798845906	4631.52830188679	OFD1: 4631.52830188679
GPM6B	0.00236203215303107	0.106965685799418	9521.81132075472	GPM6B: 9521.81132075472
AC003035.2	0	7.59471994542171e-05	27241.6698113208	AC003035.2: 27241.6698113208
AC003035.1	3.40479641895998e-06	0.000771221432767164	26860.8962264151	AC003035.1: 26860.8962264151
GEMIN8	0.00336912457558579	0.236783616922231	7482.35849056604	GEMIN8: 7482.35849056604
GLRA2	2.15812075844172e-05	0.00182180086096981	24308.2452830189	GLRA2: 24308.2452830189
FANCB	0.000180456474013276	0.0115715134079361	18659.6981132075	FANCB: 18659.6981132075
MOSPD2	0.00226581363213895	0.211435022383692	8537.69811320755	MOSPD2: 8537.69811320755
ASB9	0.00298772127224081	0.207661055397179	7485.03773584906	ASB9: 7485.03773584906
ASB11	3.54963702428052e-06	0.00111053015544361	26134.2830188679	ASB11: 26134.2830188679
PIGA	0.00160126786249442	0.128642425448331	10117.4339622642	PIGA: 10117.4339622642
VEGFD	7.33732622640765e-05	0.00518840969757031	21735.9056603774	VEGFD: 21735.9056603774
PIR	0.004486603482876	0.317373683377288	5694.01886792453	PIR: 5694.01886792453
BMX	3.61252905748304e-05	0.00465567044528859	23151.6132075472	BMX: 23151.6132075472
ACE2	7.99989638168904e-05	0.0103405068337664	20951.4622641509	ACE2: 20951.4622641509
AC097625.1	3.57195683600617e-06	0.000841457267432411	26268.1603773585	AC097625.1: 26268.1603773585
CLTRN	0.00250466987694016	0.169850667309448	8780.32075471698	CLTRN: 8780.32075471698
CA5B	0.00126312826848991	0.105672261704553	10571.4150943396	CA5B: 10571.4150943396
INE2	1.42515706851441e-05	0.00216681915027651	25238.7547169811	INE2: 25238.7547169811
ZRSR2	0.0031322335762377	0.223483448832343	7229.37735849057	ZRSR2: 7229.37735849057
AP1S2	0.00807245389459351	0.512312211041599	3866	AP1S2: 3866
GRPR	1.2841639156074e-05	0.00157197525854093	25846.4339622641	GRPR: 25846.4339622641
AC078993.1	0	4.78638887275313e-05	27241.6698113208	AC078993.1: 27241.6698113208
MAGEB17	0	6.39482275150038e-06	27241.6698113208	MAGEB17: 27241.6698113208
CTPS2	0.00199812113516743	0.133254834931119	9212.79245283019	CTPS2: 9212.79245283019
S100G	0	0.000101437724105881	27241.6698113208	S100G: 27241.6698113208
SYAP1	0.0115846719459924	1.01214000220852	2311.64150943396	SYAP1: 2311.64150943396
TXLNG	0.00392141545547165	0.349699856533546	6122.41509433962	TXLNG: 6122.41509433962
RBBP7	0.0120199744843365	0.930466842067697	2284.69811320755	RBBP7: 2284.69811320755
REPS2	0.00116563130834614	0.0990147904158057	11091.4622641509	REPS2: 11091.4622641509
NHS	0.000352328760952676	0.0362848227827645	14820.5188679245	NHS: 14820.5188679245
Z93022.1	1.33385154314213e-07	0.00125604114641413	26910.3962264151	Z93022.1: 26910.3962264151
NHS-AS1	0	4.79138569827172e-05	27241.6698113208	NHS-AS1: 27241.6698113208
SCML1	0.00238592254821853	0.209425226773574	8555.90566037736	SCML1: 8555.90566037736
RAI2	0.00343133690682885	0.267280903254866	7108.11320754717	RAI2: 7108.11320754717
LINC01456	7.72511067007965e-06	0.000589693322530308	25769.8679245283	LINC01456: 25769.8679245283
BEND2	0	0.000320244689292168	27241.6698113208	BEND2: 27241.6698113208
SCML2	0.000659993635434612	0.0556882772479624	12590.6037735849	SCML2: 12590.6037735849
CDKL5	0.00141807890590652	0.143221280419696	10065.1698113208	CDKL5: 10065.1698113208
RS1	0	2.98189229522234e-05	27241.6698113208	RS1: 27241.6698113208
PPEF1	8.93057846960551e-07	0.000727780857854981	26709.5754716981	PPEF1: 26709.5754716981
PPEF1-AS1	0	0	27241.6698113208	PPEF1-AS1: 27241.6698113208
PHKA2-AS1	1.31294120589849e-05	0.00204968810559627	24609.5377358491	PHKA2-AS1: 24609.5377358491
PHKA2	0.00279597100936381	0.231114370208012	7545.05660377359	PHKA2: 7545.05660377359
AL732509.1	0.000122855665443292	0.0111810015000303	21034.6037735849	AL732509.1: 21034.6037735849
ADGRG2	0.00125299705469301	0.0942609495379456	11146.4339622642	ADGRG2: 11146.4339622642
PDHA1	0.0133987866166113	0.898786644123163	1899.45283018868	PDHA1: 1899.45283018868
MAP3K15	0.00108682947589783	0.0813224668486355	11276.2452830189	MAP3K15: 11276.2452830189
SH3KBP1	0.00466126605206414	0.317987747386112	5605.7358490566	SH3KBP1: 5605.7358490566
BCLAF3	0.00165415026993954	0.168422967253853	9708.55660377358	BCLAF3: 9708.55660377358
MAP7D2	0.00257583106110076	0.205276950227749	8290.33962264151	MAP7D2: 8290.33962264151
EIF1AX	0.0227156536608769	1.94445827601093	1005.81132075472	EIF1AX: 1005.81132075472
EIF1AX-AS1	3.12073540259362e-07	3.50170671532015e-05	27059.9150943396	EIF1AX-AS1: 27059.9150943396
RPS6KA3	0.00997980095963554	0.885543131201541	2611.77358490566	RPS6KA3: 2611.77358490566
AL928596.1	9.67042542879317e-07	0.000315226288436117	26700.320754717	AL928596.1: 26700.320754717
AL807740.1	0	2.99873144195582e-05	27241.6698113208	AL807740.1: 27241.6698113208
AL807742.1	0	0.000687134702953043	27241.6698113208	AL807742.1: 27241.6698113208
BX088723.1	0	0	27241.6698113208	BX088723.1: 27241.6698113208
CNKSR2	0.00114829378914016	0.0958468968387196	11016.2075471698	CNKSR2: 11016.2075471698
KLHL34	0.000153416505481201	0.0224091516971876	18251.6603773585	KLHL34: 18251.6603773585
SMPX	1.72228815150669e-08	0.000266429444989242	27081.1698113208	SMPX: 27081.1698113208
MBTPS2	0.00232047123941809	0.21404292892428	8526.79245283019	MBTPS2: 8526.79245283019
YY2	0.000493702671544881	0.0577156806422905	13671.4056603774	YY2: 13671.4056603774
SMS	0.0194116353145926	1.31076173852275	1394.09433962264	SMS: 1394.09433962264
PHEX	0.000242168819126259	0.022073949868504	17085.8962264151	PHEX: 17085.8962264151
PHEX-AS1	1.56149930134883e-06	0.000284396347054821	26883.4433962264	PHEX-AS1: 26883.4433962264
PTCHD1-AS	1.09275799113934e-07	0.00024129559867644	27059.3867924528	PTCHD1-AS: 27059.3867924528
CBLL2	0	7.26360090636721e-05	27241.6698113208	CBLL2: 27241.6698113208
AC092832.2	0	7.25242780084534e-06	27241.6698113208	AC092832.2: 27241.6698113208
AC004470.1	0	8.58121669104724e-06	27241.6698113208	AC004470.1: 27241.6698113208
DDX53	0	5.10264028154215e-05	27241.6698113208	DDX53: 27241.6698113208
PTCHD1	7.61874281017963e-05	0.00527219982844804	22704.1509433962	PTCHD1: 22704.1509433962
PRDX4	0.0391381759273062	2.92068180417706	460.433962264151	PRDX4: 460.433962264151
ACOT9	0.00404136374852717	0.264753456847715	6537	ACOT9: 6537
AC131011.1	3.7695040478839e-06	0.00130661433709455	26857.1981132075	AC131011.1: 26857.1981132075
SAT1	0.0610569467850283	2.70580236766187	214.867924528302	SAT1: 214.867924528302
APOO	0.00713585058976303	0.526515782542869	4231.41509433962	APOO: 4231.41509433962
CXorf58	7.4283033634768e-05	0.010149843250573	21421.5188679245	CXorf58: 21421.5188679245
KLHL15	0.00131162158770191	0.110910529724553	10557.1132075472	KLHL15: 10557.1132075472
EIF2S3	0.0154053605824696	1.01544409129576	1724.50943396226	EIF2S3: 1724.50943396226
ZFX-AS1	8.08593205627811e-07	0.000156966495658555	27066.4528301887	ZFX-AS1: 27066.4528301887
ZFX	0.00415499790854579	0.30441642244669	5996.39622641509	ZFX: 5996.39622641509
PDK3	0.00975191948794967	0.76329546523216	2809.75471698113	PDK3: 2809.75471698113
PCYT1B	0.000106191316519196	0.00630254475361431	20347.5377358491	PCYT1B: 20347.5377358491
PCYT1B-AS1	0	0	27241.6698113208	PCYT1B-AS1: 27241.6698113208
POLA1	0.00109246897706083	0.0774016350749625	11405.641509434	POLA1: 11405.641509434
ARX	0.008882735092419	0.436864677895588	3291	ARX: 3291
AC121342.1	0	1.53245778519843e-05	27241.6698113208	AC121342.1: 27241.6698113208
MAGEB18	0	0	27241.6698113208	MAGEB18: 27241.6698113208
MAGEB6B	0	0	27241.6698113208	MAGEB6B: 27241.6698113208
MAGEB6	0	4.07866937490313e-06	27241.6698113208	MAGEB6: 27241.6698113208
MAGEB5	0	0.000113044908366494	27241.6698113208	MAGEB5: 27241.6698113208
VENTXP1	0	0	27241.6698113208	VENTXP1: 27241.6698113208
AC112493.1	2.70470922525747e-06	0.00152392627269202	26683.9339622641	AC112493.1: 26683.9339622641
AC107419.1	6.37389372924946e-05	0.0152127971391355	21915.1698113208	AC107419.1: 21915.1698113208
PPP4R3C	0	4.1463409577633e-06	27241.6698113208	PPP4R3C: 27241.6698113208
DCAF8L2	0	0	27241.6698113208	DCAF8L2: 27241.6698113208
MAGEB10	3.04829777127791e-06	0.001366721869487	26686.1698113208	MAGEB10: 26686.1698113208
DCAF8L1	0	0	27241.6698113208	DCAF8L1: 27241.6698113208
AC112495.1	0	1.30068755892659e-05	27241.6698113208	AC112495.1: 27241.6698113208
IL1RAPL1	1.25909091860663e-06	0.000367993581770575	26151.1603773585	IL1RAPL1: 26151.1603773585
AC003659.1	0	0.000161748597513521	27241.6698113208	AC003659.1: 27241.6698113208
MAGEB2	0	4.78942112661553e-06	27241.6698113208	MAGEB2: 27241.6698113208
MAGEB3	0	1.06563224162222e-05	27241.6698113208	MAGEB3: 27241.6698113208
MAGEB4	0	0	27241.6698113208	MAGEB4: 27241.6698113208
MAGEB1	0	0	27241.6698113208	MAGEB1: 27241.6698113208
NR0B1	0.00786921441460281	0.513375220126883	3800.41509433962	NR0B1: 3800.41509433962
CXorf21	1.60800299778119e-05	0.00262689411050376	23659.3018867925	CXorf21: 23659.3018867925
GK	0.00217812332822255	0.191822110983217	8786.77358490566	GK: 8786.77358490566
GK-IT1	8.51641285828608e-06	0.00209418873824057	25360.7075471698	GK-IT1: 25360.7075471698
AC112496.1	7.16079074668475e-05	0.00938748088603567	21815.4433962264	AC112496.1: 21815.4433962264
GK-AS1	1.18248893509625e-06	0.0010826462498636	26883.5849056604	GK-AS1: 26883.5849056604
TAB3	0.00201128022303545	0.180868892877943	9073.75471698113	TAB3: 9073.75471698113
TAB3-AS1	0	6.73321258121812e-05	27241.6698113208	TAB3-AS1: 27241.6698113208
TAB3-AS2	0	0.000115263792060106	27241.6698113208	TAB3-AS2: 27241.6698113208
FTHL17	0	0	27241.6698113208	FTHL17: 27241.6698113208
DMD	0.001027180220236	0.0900856180014951	11437.4339622642	DMD: 11437.4339622642
AC079177.1	0	0.00023883332388562	27241.6698113208	AC079177.1: 27241.6698113208
DMD-AS3	0	4.36202162254118e-06	27241.6698113208	DMD-AS3: 27241.6698113208
AL591378.1	0.00013040620601187	0.0222026584443185	19165.4339622641	AL591378.1: 19165.4339622641
AL591501.1	0.00144569395084181	0.152590721263907	10732.9528301887	AL591501.1: 10732.9528301887
FAM47A	0	4.27354841785644e-05	27241.6698113208	FAM47A: 27241.6698113208
AL592043.1	0	1.10385695801852e-05	27241.6698113208	AL592043.1: 27241.6698113208
TMEM47	0.00126113756035849	0.101528512096887	10816.6603773585	TMEM47: 10816.6603773585
FAM47B	0	0	27241.6698113208	FAM47B: 27241.6698113208
MAGEB16	0	0	27241.6698113208	MAGEB16: 27241.6698113208
CFAP47	2.42594791462643e-05	0.00253382746911891	24580.1132075472	CFAP47: 24580.1132075472
AL606516.1	0	8.15150503468419e-06	27241.6698113208	AL606516.1: 27241.6698113208
AL592156.2	4.02456625249565e-06	0.00137655521597245	26149.4905660377	AL592156.2: 26149.4905660377
FAM47C	7.11912599334752e-07	0.000165484637188947	27061.1981132075	FAM47C: 27061.1981132075
PRRG1	0.000737028179570427	0.0684968643247819	12895.2830188679	PRRG1: 12895.2830188679
LANCL3	2.6747918597992e-05	0.00397831493518675	23622.5094339623	LANCL3: 23622.5094339623
XK	0.000375050011019746	0.0282657658079875	16007.4528301887	XK: 16007.4528301887
CYBB	0.000284770574707568	0.0130573510878568	16710.8396226415	CYBB: 16710.8396226415
DYNLT3	0.0237726411000954	1.62333388363478	1072.92452830189	DYNLT3: 1072.92452830189
AL121578.3	2.78776529995692e-06	0.000772871285108164	26682.3962264151	AL121578.3: 26682.3962264151
HYPM	0	0.000117522680307433	27241.6698113208	HYPM: 27241.6698113208
AL121578.2	1.78435739770806e-06	0.000773886646248033	26365.0849056604	AL121578.2: 26365.0849056604
SYTL5	0.000252260613000891	0.0267635439497695	17411.8773584906	SYTL5: 17411.8773584906
SRPX	0.00048138023038989	0.0385680141648447	15749.1509433962	SRPX: 15749.1509433962
AL606748.1	0	4.70662076104994e-05	27241.6698113208	AL606748.1: 27241.6698113208
RPGR	0.00202289587428323	0.193830579148227	8706.81132075472	RPGR: 8706.81132075472
OTC	1.03996632612911e-05	0.0016488103349239	26256.820754717	OTC: 26256.820754717
TSPAN7	0.0121411539309173	0.903274894183849	2455.18867924528	TSPAN7: 2455.18867924528
AF241728.1	1.58404409703061e-05	0.00165379948788426	25160.3679245283	AF241728.1: 25160.3679245283
AF241728.2	4.43798553848402e-06	0.00113553015488046	26305.8962264151	AF241728.2: 26305.8962264151
MID1IP1	0.00828137282904803	0.561481429165042	3688.18867924528	MID1IP1: 3688.18867924528
MID1IP1-AS1	1.05684363415436e-05	0.00196179320994283	25544.8396226415	MID1IP1-AS1: 25544.8396226415
AC108879.1	0	0	27241.6698113208	AC108879.1: 27241.6698113208
LINC01281	0	6.21153325278078e-05	27241.6698113208	LINC01281: 27241.6698113208
LINC01282	0	0.000238479186838257	27241.6698113208	LINC01282: 27241.6698113208
LINC01283	2.99175115044714e-07	0.000178910945496049	26886.1981132075	LINC01283: 26886.1981132075
AL592164.1	0	0.000130407971450915	27241.6698113208	AL592164.1: 27241.6698113208
AL592164.2	0	3.69307585208493e-06	27241.6698113208	AL592164.2: 27241.6698113208
AC092198.1	2.32315961256595e-07	0.000157349875435231	27061.8962264151	AC092198.1: 27061.8962264151
BCOR	0.00310558498750577	0.271825502864292	7216.52830188679	BCOR: 7216.52830188679
AC091806.1	1.07800016193519e-05	0.000445555824507342	26424.320754717	AC091806.1: 26424.320754717
ATP6AP2	0.030779193720876	2.57778795842894	685.830188679245	ATP6AP2: 685.830188679245
AC092473.2	0	0.000151468835517241	27241.6698113208	AC092473.2: 27241.6698113208
MPC1L	2.2083899732749e-08	0.000273534821178897	27066.4245283019	MPC1L: 27066.4245283019
CXorf38	0.00275487499248059	0.242424486537826	7629.15094339623	CXorf38: 7629.15094339623
MED14	0.00234523377403237	0.196564309033145	8380.32075471698	MED14: 8380.32075471698
MED14OS	0.000437216881103157	0.0336802058172944	14440.8679245283	MED14OS: 14440.8679245283
AC092268.2	2.53706137247134e-05	0.0021213268086467	24417.0188679245	AC092268.2: 24417.0188679245
USP9X	0.00824290161290727	0.773766336400427	3162.20754716981	USP9X: 3162.20754716981
LINC02601	6.93524570293906e-06	0.00179224779049046	26050.3867924528	LINC02601: 26050.3867924528
DDX3X	0.0154077782540296	1.08573983031637	1472.90566037736	DDX3X: 1472.90566037736
NYX	1.54435026959217e-07	0.000200089032708997	27063.5566037736	NYX: 27063.5566037736
CASK	0.00346469407951943	0.329047588601354	6484.77358490566	CASK: 6484.77358490566
CASK-AS1	3.02343389056483e-07	0.000197802668299603	27070.9245283019	CASK-AS1: 27070.9245283019
GPR34	5.72609373845012e-05	0.00956318480316395	20023.5	GPR34: 20023.5
GPR82	0.000423112683874918	0.0352046274799223	14103.6226415094	GPR82: 14103.6226415094
AL133329.1	0	0	27241.6698113208	AL133329.1: 27241.6698113208
Z93403.1	0	0	27241.6698113208	Z93403.1: 27241.6698113208
Z94277.1	0	0.0003286429300606	27241.6698113208	Z94277.1: 27241.6698113208
PPP1R2C	0	2.36230821562546e-05	27241.6698113208	PPP1R2C: 27241.6698113208
PINCR	0	1.83298934375399e-05	27241.6698113208	PINCR: 27241.6698113208
AL023574.1	0	0	27241.6698113208	AL023574.1: 27241.6698113208
MAOA	0.0033385674367589	0.255274341025409	7010.41509433962	MAOA: 7010.41509433962
MAOB	0.00213783962312476	0.13757719760038	9554.37735849057	MAOB: 9554.37735849057
NDP	9.21503916648846e-06	0.00249118903229446	25734.0754716981	NDP: 25734.0754716981
NDP-AS1	0	1.9521815477012e-05	27241.6698113208	NDP-AS1: 27241.6698113208
EFHC2	0.000156097320838504	0.0137531978210568	18396.5094339623	EFHC2: 18396.5094339623
FUNDC1	0.00745221505968828	0.518666299369189	4034.84905660377	FUNDC1: 4034.84905660377
DUSP21	0	0	27241.6698113208	DUSP21: 27241.6698113208
KDM6A	0.00189459431699583	0.169040589932005	8959.50943396226	KDM6A: 8959.50943396226
DIPK2B	0.000219338213086067	0.024472785260683	17372.7075471698	DIPK2B: 17372.7075471698
AC136489.1	0	0.000136602234963561	27241.6698113208	AC136489.1: 27241.6698113208
LINC01204	9.53441677944289e-06	0.00145627703403286	26313.9433962264	LINC01204: 26313.9433962264
MIR222HG	0.0010784918277923	0.0913468381891328	11193.5849056604	MIR222HG: 11193.5849056604
AC234772.2	1.87395304750458e-05	0.0053616230156407	24475.8396226415	AC234772.2: 24475.8396226415
LINC02595	0.0015912864815969	0.144757830704658	10398.641509434	LINC02595: 10398.641509434
AL031584.3	0	4.1463409577633e-06	27241.6698113208	AL031584.3: 27241.6698113208
LINC01186	2.73593521168937e-05	0.00478777384089073	24055.1698113208	LINC01186: 24055.1698113208
AL139811.3	0	8.07288386137325e-06	27241.6698113208	AL139811.3: 27241.6698113208
KRBOX4	0.0015690339514461	0.115678062796375	9978.47169811321	KRBOX4: 9978.47169811321
ZNF674	0.000394479228527312	0.0273005515186029	14862.5188679245	ZNF674: 14862.5188679245
ZNF674-AS1	0.00192011038853963	0.114145257194783	9709.52830188679	ZNF674-AS1: 9709.52830188679
CHST7	0.00115547661325108	0.0895426954912658	11135.641509434	CHST7: 11135.641509434
SLC9A7	0.00257915356424558	0.216475150805594	8261.66037735849	SLC9A7: 8261.66037735849
RP2	0.00132549516537638	0.100254687281619	10537.9433962264	RP2: 10537.9433962264
LINC01545	3.91877427001975e-05	0.00372337621510264	23210.0566037736	LINC01545: 23210.0566037736
JADE3	0.000619103543300531	0.0418331143404897	13471.3396226415	JADE3: 13471.3396226415
RGN	0.00411073999262311	0.379395737307668	6022.58490566038	RGN: 6022.58490566038
NDUFB11	0.0409732154483689	2.70879809915607	357.698113207547	NDUFB11: 357.698113207547
RBM10	0.00513983709810993	0.370125185521851	5105.01886792453	RBM10: 5105.01886792453
UBA1	0.0115502308693552	0.796713737182029	2229	UBA1: 2229
INE1	0.000179552889776083	0.0263486235452309	17578.3301886792	INE1: 17578.3301886792
CDK16	0.00625931245836895	0.472447665607626	4576.05660377359	CDK16: 4576.05660377359
USP11	0.0122937976279677	0.843005907473574	1976.60377358491	USP11: 1976.60377358491
AL591503.1	0	0.0002025442355702	27241.6698113208	AL591503.1: 27241.6698113208
ZNF157	3.36455693050479e-05	0.00290585338576809	23851.5754716981	ZNF157: 23851.5754716981
ZNF41	0.00047437020318649	0.0443125328273493	14235.3679245283	ZNF41: 14235.3679245283
LINC01560	0.000997252561421305	0.0887772687402947	11980.6981132075	LINC01560: 11980.6981132075
ARAF	0.00481603921136026	0.338609333405954	5960.71698113208	ARAF: 5960.71698113208
SYN1	0.00439922469306735	0.321764924408649	5929.50943396226	SYN1: 5929.50943396226
TIMP1	0.144926701521088	4.30765015205368	58.5849056603774	TIMP1: 58.5849056603774
CFP	0.000299483600545901	0.00889129474362578	17624.9622641509	CFP: 17624.9622641509
ELK1	0.0027238728355539	0.207027736893535	7921.39622641509	ELK1: 7921.39622641509
UXT	0.0320270450542134	2.0652819286403	603.792452830189	UXT: 603.792452830189
UXT-AS1	0.000182181461273007	0.0172873577480569	18364.6320754717	UXT-AS1: 18364.6320754717
ZNF81	0.000693420505274424	0.0485852196206023	12926.8773584906	ZNF81: 12926.8773584906
ZNF182	0.00101934582768236	0.0859946883686561	11361.8490566038	ZNF182: 11361.8490566038
ZNF630	0.000486635203700318	0.0362620832540165	14719.6320754717	ZNF630: 14719.6320754717
SPACA5	0	3.69307585208493e-06	27241.6698113208	SPACA5: 27241.6698113208
ZNF630-AS1	0	2.98846629604707e-05	27241.6698113208	ZNF630-AS1: 27241.6698113208
AC244636.3	0.000183398509807568	0.01310429122913	18961.1886792453	AC244636.3: 18961.1886792453
SPACA5B	0	0	27241.6698113208	SPACA5B: 27241.6698113208
SSX5	0	5.07406871811265e-06	27241.6698113208	SSX5: 27241.6698113208
SSX1	0	7.18915013461684e-06	27241.6698113208	SSX1: 27241.6698113208
AL606490.3	0	0	27241.6698113208	AL606490.3: 27241.6698113208
SSX3	0	1.67910307003581e-05	27241.6698113208	SSX3: 27241.6698113208
SSX4	0	0	27241.6698113208	SSX4: 27241.6698113208
SSX4B	0	0	27241.6698113208	SSX4B: 27241.6698113208
SLC38A5	0.000896342373745776	0.0646530608338537	13379.1132075472	SLC38A5: 13379.1132075472
FTSJ1	0.00317584200558831	0.201512123132442	7857.69811320755	FTSJ1: 7857.69811320755
AF196972.1	0.000208654832611453	0.0125385050286064	17790.5566037736	AF196972.1: 17790.5566037736
PORCN	0.00114202383843834	0.0905955118871525	11233.7735849057	PORCN: 11233.7735849057
EBP	0.0118350849724671	0.77267889174498	2429.37735849057	EBP: 2429.37735849057
TBC1D25	0.00199653401886944	0.157052836797496	9597.69811320755	TBC1D25: 9597.69811320755
AC115618.1	4.29368420611572e-05	0.00342773983375577	23886.2924528302	AC115618.1: 23886.2924528302
