ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Celltype
GO:0070268	cornification	27/615	113/18866	2.50E-16	3.96E-13	3.03E-13	KRT8/KRT19/KRT18/EVPL/KRT80/KRT23/KRT15/KRT7/PRSS8/KRT6B/SPRR3/KRT17/PKP1/KRT5/TGM1/SPRR2A/PI3/KRT81/SPRR1B/CDSN/DSC3/KRT13/KRT16/SPINK5/CERS3/DSG3/KRT79	27	Ductal
GO:0071621	granulocyte chemotaxis	26/615	127/18866	4.74E-14	5.62E-11	4.31E-11	CSF1/CX3CL1/S100A14/IL23A/TGFB2/CCL2/EDN2/CXCL6/CXCL1/EDN1/CD74/CCL20/CXCL3/TRPV4/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	26	Ductal
GO:0030593	neutrophil chemotaxis	23/615	103/18866	1.97E-13	1.87E-10	1.44E-10	CX3CL1/IL23A/TGFB2/CCL2/EDN2/CXCL6/CXCL1/EDN1/CD74/CCL20/CXCL3/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	23	Ductal
GO:0097530	granulocyte migration	27/615	150/18866	4.12E-13	3.26E-10	2.50E-10	CSF1/CX3CL1/S100A14/IL23A/TGFB2/CCL2/EDN2/CXCL6/CXCL1/EDN1/CD74/CCL20/CD177/CXCL3/TRPV4/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	27	Ductal
GO:1990266	neutrophil migration	24/615	122/18866	1.13E-12	7.64E-10	5.86E-10	CX3CL1/IL23A/TGFB2/CCL2/EDN2/CXCL6/CXCL1/EDN1/CD74/CCL20/CD177/CXCL3/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	24	Ductal
GO:0009913	epidermal cell differentiation	41/615	365/18866	5.12E-12	3.04E-09	2.33E-09	KRT8/KRT19/KRT18/EVPL/KRT80/SLC44A4/KRT23/EPHA2/KRT15/KRT7/KRTAP1-1/CDH3/BMP4/PRSS8/KRT6B/GRHL2/FA2H/YAP1/SFN/SULT2B1/SPRR3/KRTAP2-3/KRT17/PKP1/KRT5/TGM1/SPRR2A/OVOL1/PI3/KRT81/SCEL/SPRR1B/CDSN/DSC3/KRT13/TP63/KRT16/SPINK5/CERS3/DSG3/KRT79	41	Ductal
GO:0070371	ERK1 and ERK2 cascade	38/615	325/18866	9.38E-12	4.94E-09	3.79E-09	ERBB2/FGFR2/BMP2/FGFR3/ARHGAP8/CX3CL1/CTSH/EPHB2/DAB2IP/PDGFC/EPHA2/PKHD1/PDGFD/BMP4/CCL2/GAS6/NOTCH2/CCN1/EGFR/FGF19/SEMA7A/CCN2/LGALS9/TNFSF11/TNF/PTPRR/CD74/OXTR/CHI3L1/CCL20/TRPV4/FGF2/SLC30A10/CCL7/IL1B/PSCA/CCL8/CCL21	38	Ductal
GO:0031424	keratinization	31/615	225/18866	1.18E-11	5.62E-09	4.31E-09	KRT8/KRT19/KRT18/EVPL/KRT80/KRT23/KRT15/KRT7/KRTAP1-1/CDH3/PRSS8/KRT6B/SFN/SPRR3/KRTAP2-3/KRT17/PKP1/KRT5/TGM1/SPRR2A/PI3/KRT81/SPRR1B/CDSN/DSC3/KRT13/KRT16/SPINK5/CERS3/DSG3/KRT79	31	Ductal
GO:0030595	leukocyte chemotaxis	31/615	232/18866	2.65E-11	1.02E-08	7.83E-09	CXCL16/CSF1/CX3CL1/S100A14/IL23A/TGFB2/CCL2/GAS6/EDN2/CXCL6/CXCL1/EDN1/LGALS9/TNFSF11/CD74/CCL20/CXCL3/PADI2/TRPV4/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	31	Ductal
GO:0030216	keratinocyte differentiation	36/615	306/18866	2.80E-11	1.02E-08	7.83E-09	KRT8/KRT19/KRT18/EVPL/KRT80/KRT23/EPHA2/KRT15/KRT7/KRTAP1-1/CDH3/PRSS8/KRT6B/GRHL2/YAP1/SFN/SPRR3/KRTAP2-3/KRT17/PKP1/KRT5/TGM1/SPRR2A/PI3/KRT81/SCEL/SPRR1B/CDSN/DSC3/KRT13/TP63/KRT16/SPINK5/CERS3/DSG3/KRT79	36	Ductal
GO:0070372	regulation of ERK1 and ERK2 cascade	36/615	306/18866	2.80E-11	1.02E-08	7.83E-09	ERBB2/FGFR2/BMP2/FGFR3/ARHGAP8/CX3CL1/EPHB2/DAB2IP/PDGFC/EPHA2/PKHD1/PDGFD/BMP4/CCL2/GAS6/NOTCH2/CCN1/EGFR/FGF19/SEMA7A/CCN2/LGALS9/TNFSF11/TNF/PTPRR/CD74/CHI3L1/CCL20/TRPV4/FGF2/SLC30A10/CCL7/IL1B/PSCA/CCL8/CCL21	36	Ductal
GO:0060326	cell chemotaxis	35/615	311/18866	1.82E-10	6.17E-08	4.73E-08	CXCL16/CSF1/CX3CL1/EPHA2/S100A14/IL23A/PDGFD/TGFB2/CCL2/GAS6/EDN2/CXCL6/CXCL1/EDN1/LGALS9/MET/TNFSF11/CD74/CCL20/CXCL3/PADI2/TRPV4/CXCL2/FGF2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	35	Ductal
GO:0097529	myeloid leukocyte migration	29/615	222/18866	2.02E-10	6.39E-08	4.90E-08	CSF1/CX3CL1/S100A14/IL23A/PDGFD/TGFB2/CCL2/EDN2/CXCL6/CXCL1/EDN1/TNFSF11/CD74/CCL20/CD177/CXCL3/TRPV4/CXCL2/SAA1/PF4/S100A9/CXCL5/CCL7/IL1B/CXCL11/CCL8/CXCL10/CCL21/CXCL9	29	Ductal
GO:0070098	chemokine-mediated signaling pathway	18/615	88/18866	3.90E-10	1.16E-07	8.86E-08	CX3CL1/CCL2/CXCL6/CXCL1/EDN1/CCL20/CXCL3/PADI2/CXCL2/PF4/TFF2/CXCL5/CCL7/CXCL11/CCL8/CXCL10/CCL21/CXCL9	18	Ductal
GO:0048565	digestive tract development	22/615	135/18866	4.60E-10	1.28E-07	9.84E-08	FGFR2/HNF1B/SMAD3/CDX2/PDGFC/ALDH1A2/TGFB2/BCL2/BMP4/PCSK5/KLF5/YAP1/EGFR/SFRP5/TNF/SOX11/SPDEF/OXTR/PTK6/AGR2/SHH/TP63	22	Ductal
GO:1990868	response to chemokine	18/615	97/18866	2.06E-09	4.90E-07	3.76E-07	CX3CL1/CCL2/CXCL6/CXCL1/EDN1/CCL20/CXCL3/PADI2/CXCL2/PF4/TFF2/CXCL5/CCL7/CXCL11/CCL8/CXCL10/CCL21/CXCL9	18	Ductal
GO:1990869	cellular response to chemokine	18/615	97/18866	2.06E-09	4.90E-07	3.76E-07	CX3CL1/CCL2/CXCL6/CXCL1/EDN1/CCL20/CXCL3/PADI2/CXCL2/PF4/TFF2/CXCL5/CCL7/CXCL11/CCL8/CXCL10/CCL21/CXCL9	18	Ductal
GO:0070374	positive regulation of ERK1 and ERK2 cascade	27/615	215/18866	2.07E-09	4.90E-07	3.76E-07	FGFR2/BMP2/FGFR3/ARHGAP8/CX3CL1/PDGFC/PDGFD/BMP4/CCL2/GAS6/NOTCH2/EGFR/FGF19/SEMA7A/CCN2/LGALS9/TNFSF11/TNF/CD74/CHI3L1/CCL20/TRPV4/FGF2/SLC30A10/CCL7/CCL8/CCL21	27	Ductal
GO:0055123	digestive system development	22/615	147/18866	2.43E-09	5.48E-07	4.20E-07	FGFR2/HNF1B/SMAD3/CDX2/PDGFC/ALDH1A2/TGFB2/BCL2/BMP4/PCSK5/KLF5/YAP1/EGFR/SFRP5/TNF/SOX11/SPDEF/OXTR/PTK6/AGR2/SHH/TP63	22	Ductal
GO:0002237	response to molecule of bacterial origin	35/615	356/18866	6.75E-09	1.46E-06	1.12E-06	FGFR2/CX3CL1/LITAF/DAB2IP/INAVA/S100A14/CCL2/NR1H4/CLDN1/PTAFR/CXCL6/CXCL1/TLR1/SLPI/ANKRD1/EDN1/LGALS9/GJA1/PALM3/IL1A/TNF/LCN2/CXCL3/CXCL2/PPARGC1A/CSF2/PF4/S100A9/DMBT1/CXCL5/IL1B/CXCL11/CXCL10/UGT1A1/CXCL9	35	Ductal
GO:0001822	kidney development	30/615	283/18866	1.49E-08	3.07E-06	2.36E-06	SDC1/FGFR2/HNF1B/BMP2/SMAD3/CTSH/FRAS1/FSTL3/PKHD1/PDGFD/ALDH1A2/TGFB2/BCL2/BMP4/PCSK5/TACSTD2/WNT7B/NOTCH2/CA2/YAP1/PROM1/TFAP2A/IRX3/SOX11/SOX8/SHH/FGF2/OVOL1/SERPINB7/GATA3	30	Ductal
GO:0042303	molting cycle	18/615	111/18866	1.91E-08	3.62E-06	2.78E-06	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/FA2H/EGFR/CELSR1/TNF/KRT17/EPS8L3/SHH/EDAR/DKK1/TP63/KRT16/SPINK5	18	Ductal
GO:0042633	hair cycle	18/615	111/18866	1.91E-08	3.62E-06	2.78E-06	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/FA2H/EGFR/CELSR1/TNF/KRT17/EPS8L3/SHH/EDAR/DKK1/TP63/KRT16/SPINK5	18	Ductal
GO:0006953	acute-phase response	12/615	47/18866	2.38E-08	4.34E-06	3.33E-06	TNFSF11/IL1A/TNF/APCS/CRP/SAA1/SAA2/SAA4/ORM1/IL1B/ORM2/UGT1A1	12	Ductal
GO:0006959	humoral immune response	35/615	377/18866	2.92E-08	5.13E-06	3.93E-06	SPNS2/RNASE7/BCL2/CCL2/CXCL6/NOTCH2/CXCL1/C6/DEFB1/SLPI/SERPING1/BLNK/TNF/LCN2/WFDC2/APCS/CRP/CXCL3/CXCL2/MASP1/CFB/PI3/C3/PF4/C4BPA/S100A9/DMBT1/PGLYRP4/CXCL5/IL1B/CXCL11/CXCL10/SPINK5/GATA3/CXCL9	35	Ductal
GO:0072001	renal system development	30/615	292/18866	3.04E-08	5.16E-06	3.96E-06	SDC1/FGFR2/HNF1B/BMP2/SMAD3/CTSH/FRAS1/FSTL3/PKHD1/PDGFD/ALDH1A2/TGFB2/BCL2/BMP4/PCSK5/TACSTD2/WNT7B/NOTCH2/CA2/YAP1/PROM1/TFAP2A/IRX3/SOX11/SOX8/SHH/FGF2/OVOL1/SERPINB7/GATA3	30	Ductal
GO:0048568	embryonic organ development	39/615	451/18866	3.28E-08	5.37E-06	4.12E-06	KRT8/FGFR2/HNF1B/KRT19/SMAD3/CDX2/SLC44A4/EPHB2/PDGFC/ALDH1A3/EPHA2/HYAL1/FOLR1/ALDH1A2/TGFB2/BMP4/PCSK5/WNT7B/GRHL2/PLCD3/NOTCH2/KCNQ4/YAP1/CCN1/EGFR/EDN1/GSC/TFAP2A/CELSR1/TNF/SOX11/SHH/CSF2/TTPA/HMX3/IRX5/NRK/HMX2/GATA3	39	Ductal
GO:0050673	epithelial cell proliferation	39/615	453/18866	3.70E-08	5.70E-06	4.37E-06	ERBB2/FGFR2/HNF1B/CDKN2B/BMP2/TGFA/CAV2/SMAD3/DAB2IP/EPHA2/HYAL1/WNT7A/FERMT1/ALDH1A2/TGFB2/AREG/CDH3/BMP4/CCL2/TACSTD2/CCND1/CLDN1/NOTCH2/YAP1/EPPK1/EGFR/SFN/GJA1/TNFSF11/TNF/SOX11/LRG1/FGFBP1/SHH/TGM1/FGF2/ODAM/TP63/GATA3	39	Ductal
GO:0032874	positive regulation of stress-activated MAPK cascade	22/615	170/18866	3.72E-08	5.70E-06	4.37E-06	BMP2/DAB2IP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/SH3RF2/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21	22	Ductal
GO:0001655	urogenital system development	32/615	330/18866	4.18E-08	6.19E-06	4.75E-06	SDC1/FGFR2/HNF1B/BMP2/SMAD3/CTSH/FRAS1/EPHB2/FSTL3/PKHD1/PDGFD/ALDH1A2/TGFB2/BCL2/BMP4/PCSK5/TACSTD2/WNT7B/NOTCH2/CA2/YAP1/PROM1/TFAP2A/IRX3/SOX11/SOX8/SHH/FGF2/OVOL1/SERPINB7/TP63/GATA3	32	Ductal
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	22/615	172/18866	4.61E-08	6.63E-06	5.08E-06	BMP2/DAB2IP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/SH3RF2/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21	22	Ductal
GO:0032496	response to lipopolysaccharide	32/615	334/18866	5.54E-08	7.69E-06	5.90E-06	FGFR2/CX3CL1/LITAF/DAB2IP/S100A14/CCL2/NR1H4/CLDN1/PTAFR/CXCL6/CXCL1/SLPI/ANKRD1/EDN1/LGALS9/GJA1/PALM3/IL1A/TNF/LCN2/CXCL3/CXCL2/PPARGC1A/CSF2/PF4/S100A9/CXCL5/IL1B/CXCL11/CXCL10/UGT1A1/CXCL9	32	Ductal
GO:0042476	odontogenesis	19/615	132/18866	5.67E-08	7.69E-06	5.90E-06	SDC1/FGFR2/CSF1/BMP2/TGFB2/BMP4/APCDD1/CA2/AQP1/TNFRSF11B/EDN1/TFAP2A/TNFSF11/WDR72/SHH/ODAM/EDAR/DLX3/TP63	19	Ductal
GO:0050678	regulation of epithelial cell proliferation	35/615	395/18866	9.29E-08	1.22E-05	9.39E-06	ERBB2/FGFR2/CDKN2B/BMP2/TGFA/CAV2/SMAD3/DAB2IP/HYAL1/WNT7A/ALDH1A2/TGFB2/AREG/CDH3/BMP4/CCL2/TACSTD2/CCND1/CLDN1/NOTCH2/YAP1/EPPK1/EGFR/SFN/GJA1/TNF/SOX11/LRG1/FGFBP1/SHH/TGM1/FGF2/ODAM/TP63/GATA3	35	Ductal
GO:0019730	antimicrobial humoral response	19/615	137/18866	1.04E-07	1.33E-05	1.02E-05	RNASE7/CXCL6/CXCL1/DEFB1/SLPI/LCN2/WFDC2/CXCL3/CXCL2/PI3/PF4/S100A9/DMBT1/PGLYRP4/CXCL5/CXCL11/CXCL10/SPINK5/CXCL9	19	Ductal
GO:0034329	cell junction assembly	37/615	434/18866	1.07E-07	1.33E-05	1.02E-05	CLDN23/CLDN16/SEMA4A/AGRN/SMAD3/SHANK2/CLDN6/EPHB2/POF1B/EPHA2/WNT7A/LAMA3/ITGB4/FLNA/BCL2/AJUBA/NR1H4/TRIP6/CLDN1/CLDN10/GRHL2/CLDN2/LAMC2/FLRT2/ADGRF1/LAMB3/GJA1/TNF/ITGA2/OXTR/PKP1/KRT5/TRPV4/SLITRK5/DKK1/COL17A1/IL1B	37	Ductal
GO:0002526	acute inflammatory response	17/615	111/18866	1.12E-07	1.37E-05	1.05E-05	ADORA1/VNN1/TNFSF11/IL1A/TNF/APCS/OSMR/CRP/SAA1/SAA2/C3/SAA4/ORM1/IL1B/GATA3/ORM2/UGT1A1	17	Ductal
GO:0046330	positive regulation of JNK cascade	19/615	138/18866	1.17E-07	1.37E-05	1.05E-05	DAB2IP/TLR3/WNT7A/WNT7B/TRAF1/SH3RF2/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21	19	Ductal
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	14/615	75/18866	1.18E-07	1.37E-05	1.05E-05	RNASE7/CXCL6/CXCL1/DEFB1/CXCL3/CXCL2/PF4/S100A9/PGLYRP4/CXCL5/CXCL11/CXCL10/SPINK5/CXCL9	14	Ductal
GO:0001942	hair follicle development	15/615	87/18866	1.26E-07	1.43E-05	1.09E-05	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/EGFR/CELSR1/TNF/KRT17/SHH/EDAR/DKK1/TP63/SPINK5	15	Ductal
GO:0007254	JNK cascade	24/615	213/18866	1.32E-07	1.46E-05	1.12E-05	SH2D3A/DAB2IP/AMBP/TLR3/WNT7A/WNT7B/TRAF1/ADORA2B/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	24	Ductal
GO:0046328	regulation of JNK cascade	22/615	184/18866	1.55E-07	1.67E-05	1.28E-05	DAB2IP/AMBP/TLR3/WNT7A/WNT7B/TRAF1/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	22	Ductal
GO:0043406	positive regulation of MAP kinase activity	27/615	264/18866	1.64E-07	1.73E-05	1.33E-05	ADORA1/ERBB2/BMP2/TGFA/MUC20/FLT3/DAB2IP/PDGFC/INAVA/PDGFD/AJUBA/BMP4/WNT7B/MST1R/ADORA2B/EGFR/EDN1/FGD2/TNFSF11/TNF/CD74/FGF2/SAA1/ERN2/DKK1/NRK/IL1B	27	Ductal
GO:0022404	molting cycle process	15/615	89/18866	1.72E-07	1.74E-05	1.34E-05	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/EGFR/CELSR1/TNF/KRT17/SHH/EDAR/DKK1/TP63/SPINK5	15	Ductal
GO:0022405	hair cycle process	15/615	89/18866	1.72E-07	1.74E-05	1.34E-05	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/EGFR/CELSR1/TNF/KRT17/SHH/EDAR/DKK1/TP63/SPINK5	15	Ductal
GO:0048608	reproductive structure development	37/615	443/18866	1.79E-07	1.77E-05	1.36E-05	SDC1/KRT8/FGFR2/KRT19/CDX2/TNFSF10/HSD17B2/FSTL3/TLR3/BIK/WNT7A/TGFB2/FLNA/BCL2/BMP4/WNT7B/CCND1/GRHL2/PLCD3/NOTCH2/CCN1/SERPINA5/EGFR/BMPR1B/GJA1/GJB3/SPP1/SOX8/SHH/CSF2/TTPA/IRX5/NRK/NDP/DLX3/TP63/GATA3	37	Ductal
GO:0002687	positive regulation of leukocyte migration	19/615	142/18866	1.85E-07	1.80E-05	1.38E-05	CSF1/CX3CL1/S100A14/IL23A/PDGFD/GAS6/EDN2/PTAFR/EDN1/LGALS9/TNF/ITGA2/CD74/CCL20/TRPV4/CCL7/CCL8/CXCL10/CCL21	19	Ductal
GO:0098773	skin epidermis development	15/615	90/18866	2.01E-07	1.91E-05	1.46E-05	FGFR2/FERMT1/TGFB2/CDH3/BCL2/APCDD1/EGFR/CELSR1/TNF/KRT17/SHH/EDAR/DKK1/TP63/SPINK5	15	Ductal
GO:0045785	positive regulation of cell adhesion	36/615	428/18866	2.21E-07	2.04E-05	1.57E-05	ERBB2/DOCK5/CSF1/UNC13D/PIEZO1/FUT3/VNN1/TPM1/SMAD3/CX3CL1/FSTL3/VTCN1/HYAL1/VCAM1/IL4R/FERMT1/IL23A/TGFB2/FLNA/CCL2/VSIR/PTAFR/CCN1/CEACAM6/LGALS9/TNFSF11/IL1A/TNF/ITGA2/CD74/AGR2/SHH/SAA1/IL1B/GATA3/CCL21	36	Ductal
GO:0061458	reproductive system development	37/615	447/18866	2.24E-07	2.04E-05	1.57E-05	SDC1/KRT8/FGFR2/KRT19/CDX2/TNFSF10/HSD17B2/FSTL3/TLR3/BIK/WNT7A/TGFB2/FLNA/BCL2/BMP4/WNT7B/CCND1/GRHL2/PLCD3/NOTCH2/CCN1/SERPINA5/EGFR/BMPR1B/GJA1/GJB3/SPP1/SOX8/SHH/CSF2/TTPA/IRX5/NRK/NDP/DLX3/TP63/GATA3	37	Ductal
GO:0034612	response to tumor necrosis factor	30/615	320/18866	2.32E-07	2.08E-05	1.59E-05	CXCL16/KRT8/KRT18/CX3CL1/DAB2IP/HYAL1/CCL2/NR1H4/CLDN1/GAS6/TRAF1/ANKRD1/TNFRSF11B/BIRC3/EDN1/GBP3/TNFSF11/TNF/LCN2/GBP2/TNFRSF9/CHI3L1/CCL20/PPARGC1A/UBD/EDAR/CCL7/CCL8/GATA3/CCL21	30	Ductal
GO:0051403	stress-activated MAPK cascade	28/615	286/18866	2.41E-07	2.12E-05	1.63E-05	BMP2/SH2D3A/DAB2IP/AMBP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/ADORA2B/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/LGALS9/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	28	Ductal
GO:0032872	regulation of stress-activated MAPK cascade	25/615	237/18866	2.61E-07	2.24E-05	1.72E-05	BMP2/DAB2IP/AMBP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	25	Ductal
GO:0002064	epithelial cell development	24/615	221/18866	2.64E-07	2.24E-05	1.72E-05	ONECUT2/SDC1/TJP3/POF1B/EPHA2/WNT7A/FLNA/BMP4/WNT7B/CLDN1/GRHL2/NOTCH2/KLF5/YAP1/COL22A1/SFN/MET/ONECUT1/TNF/SPDEF/SOX8/CDSN/IL1B/TP63	24	Ductal
GO:0052548	regulation of endopeptidase activity	36/615	434/18866	3.11E-07	2.59E-05	1.98E-05	SMAD3/TNFSF10/CTSH/TNFRSF10A/AMBP/CASP10/PAPLN/VSIR/GAS6/CCN1/SERPINA5/SLPI/CST6/AQP1/SERPING1/BIRC3/CCN2/SFN/LGALS9/ITIH5/TNF/WFDC2/ITIH2/TFPI2/SERPINB2/CST5/SLC22A2/PI3/C3/ANXA8/S100A9/SERPINB7/TP63/SPINK5/SERPINB3/SERPINB4	36	Ductal
GO:0051384	response to glucocorticoid	19/615	147/18866	3.22E-07	2.63E-05	2.02E-05	SDC1/ANXA3/FLT3/AREG/BCL2/HNMT/WNT7B/CCND1/CLDN1/PTAFR/IL1RN/EGFR/AQP1/EDN1/HSD11B2/TNF/ALDH3A1/TRIM63/UGT1A1	19	Ductal
GO:0070302	regulation of stress-activated protein kinase signaling cascade	25/615	240/18866	3.32E-07	2.67E-05	2.05E-05	BMP2/DAB2IP/AMBP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	25	Ductal
GO:0007498	mesoderm development	18/615	134/18866	3.66E-07	2.90E-05	2.22E-05	FGFR2/SMAD3/EPHA2/ITGB4/BMP4/YAP1/EYA2/MESP2/IRX3/GJA1/ITGA2/HMGA2/SHH/OVOL1/DKK1/TRIM15/TP63/BMX	18	Ductal
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	8/615	23/18866	3.87E-07	3.01E-05	2.31E-05	CLDN23/CLDN16/BMP2/CX3CL1/CLDN6/CLDN1/CLDN10/CLDN2	8	Ductal
GO:0044706	multi-multicellular organism process	24/615	226/18866	4.00E-07	3.03E-05	2.32E-05	AMBP/BCL2/PCSK5/MMP7/PTAFR/EDN1/LGALS9/HSD11B2/GJA1/ITGA2/PSG9/SPP1/OXTR/PSG5/CLIC5/PSG3/SLC38A3/PSG2/HMX3/PSG4/NRK/PSG7/IL1B/PSG1	24	Ductal
GO:0045216	cell-cell junction organization	23/615	210/18866	4.02E-07	3.03E-05	2.32E-05	CLDN23/CLDN16/TJP3/SMAD3/CLDN6/POF1B/EPHA2/INAVA/TGFB2/CDH3/NR1H4/CLDN1/CLDN10/GRHL2/CLDN2/NECTIN4/GJA1/TNF/SVEP1/PKP1/CD177/TRPV4/IL1B	23	Ductal
GO:0031960	response to corticosteroid	20/615	164/18866	4.11E-07	3.05E-05	2.34E-05	SDC1/ANXA3/FLT3/AREG/BCL2/HNMT/WNT7B/CCND1/CLDN1/PTAFR/IL1RN/EGFR/AQP1/CCN2/EDN1/HSD11B2/TNF/ALDH3A1/TRIM63/UGT1A1	20	Ductal
GO:0050679	positive regulation of epithelial cell proliferation	23/615	211/18866	4.38E-07	3.20E-05	2.45E-05	ERBB2/FGFR2/BMP2/TGFA/CAV2/HYAL1/WNT7A/AREG/CDH3/BMP4/CCND1/CLDN1/NOTCH2/YAP1/EGFR/SOX11/LRG1/FGFBP1/SHH/TGM1/FGF2/ODAM/TP63	23	Ductal
GO:0001894	tissue homeostasis	26/615	261/18866	4.63E-07	3.33E-05	2.56E-05	CSF1/TJP3/CTSH/SLC1A1/INAVA/CDH3/BCL2/CLDN1/CA2/YAP1/PROM1/PIWIL4/EGFR/NXNL2/TNFRSF11B/CCN2/GJA1/TNFSF11/MUC6/SPP1/PIGR/ZG16B/TFF1/TFF2/PIP/MUC4	26	Ductal
GO:0048546	digestive tract morphogenesis	11/615	50/18866	4.75E-07	3.36E-05	2.58E-05	FGFR2/HNF1B/SMAD3/BCL2/BMP4/EGFR/SFRP5/SOX11/AGR2/SHH/TP63	11	Ductal
GO:0030323	respiratory tube development	21/615	181/18866	4.92E-07	3.43E-05	2.63E-05	FGFR2/CTSH/FSTL3/ALDH1A2/BMP4/PCSK5/WNT7B/EDN2/GRHL2/YAP1/EGFR/CCN2/CELSR1/TNF/SOX11/SPDEF/CHI3L1/AGR2/SHH/FGF2/SLC23A1	21	Ductal
GO:0071356	cellular response to tumor necrosis factor	28/615	297/18866	5.22E-07	3.59E-05	2.76E-05	KRT8/KRT18/CX3CL1/DAB2IP/HYAL1/CCL2/NR1H4/CLDN1/GAS6/TRAF1/ANKRD1/TNFRSF11B/BIRC3/EDN1/GBP3/TNFSF11/TNF/LCN2/GBP2/TNFRSF9/CHI3L1/CCL20/PPARGC1A/EDAR/CCL7/CCL8/GATA3/CCL21	28	Ductal
GO:0031098	stress-activated protein kinase signaling cascade	28/615	300/18866	6.40E-07	4.34E-05	3.33E-05	BMP2/SH2D3A/DAB2IP/AMBP/TLR3/INAVA/WNT7A/TGFB2/WNT7B/TRAF1/ADORA2B/SH3RF2/EGFR/FGF19/CCN2/EDN1/FGD2/LGALS9/TNFSF11/TNF/TRPV4/ERN2/EDAR/DKK1/NRK/IL1B/CCL21/SERPINB3	28	Ductal
GO:0001890	placenta development	19/615	156/18866	8.14E-07	5.44E-05	4.17E-05	KRT8/FGFR2/KRT19/CDX2/HSD17B2/WNT7B/GRHL2/PLCD3/NOTCH2/CCN1/EGFR/GJA1/GJB3/SPP1/CSF2/TTPA/NRK/NDP/DLX3	19	Ductal
GO:0061138	morphogenesis of a branching epithelium	21/615	187/18866	8.47E-07	5.58E-05	4.28E-05	FGFR2/HNF1B/CSF1/BMP2/CTSH/EPHA2/AREG/BCL2/BMP4/TACSTD2/GRHL2/YAP1/NTN4/EDN1/MET/CELSR1/TNF/SOX8/SHH/FGF2/TP63	21	Ductal
GO:0031589	cell-substrate adhesion	31/615	359/18866	8.83E-07	5.74E-05	4.40E-05	ONECUT2/DOCK5/CSF1/TTYH1/UNC13D/SMAD3/CX3CL1/ADAMTS9/VCAM1/FERMT1/ITGB4/FLNA/BCL2/AJUBA/TACSTD2/TRIP6/GAS6/NTN4/CCN1/CEACAM6/ITGB6/CCN2/ONECUT1/LAMB3/ITGA2/AJAP1/AGR2/MSLN/COL17A1/MUC4/CCL21	31	Ductal
GO:0031581	hemidesmosome assembly	6/615	12/18866	9.15E-07	5.85E-05	4.49E-05	LAMA3/ITGB4/LAMC2/LAMB3/KRT5/COL17A1	6	Ductal
