"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051348","GO:0051348","negative regulation of transferase activity","5/48","296/18866",0.000906163664969059,0.0110616004950909,0.0072674553032763,"HSPB1/DNAJA1/CHORDC1/RGS2/GADD45B",5
"GO:0038034","GO:0038034","signal transduction in absence of ligand","3/48","75/18866",0.000917804623122096,0.0110616004950909,0.0072674553032763,"HSPA1A/HSPA1B/BAG3",3
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","3/48","75/18866",0.000917804623122096,0.0110616004950909,0.0072674553032763,"HSPA1A/HSPA1B/BAG3",3
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","6/48","449/18866",0.000925133597486684,0.0110673389625259,0.00727122546796551,"HSPA1A/HSPA1B/HSP90AA1/FKBP4/CRYAB/HSPA8",6
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","5/48","300/18866",0.000962191476891688,0.0114260237880888,0.00750688087234382,"UBC/DNAJA1/GADD45B/UBB/CRYAB",5
"GO:0046785","GO:0046785","microtubule polymerization","3/48","77/18866",0.000990725809623238,0.0116789940331498,0.00767308195236438,"HSPA1A/HSPA1B/FKBP4",3
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/48","19/18866",0.00105439238433279,0.0123394471065033,0.00810699865299353,"HSPB1/INS",2
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","3/48","80/18866",0.00110682842771543,0.0128456089946417,0.00843954627120664,"BAG3/HSP90AB1/INS",3
"GO:0034599","GO:0034599","cellular response to oxidative stress","5/48","310/18866",0.00111355124411754,0.0128456089946417,0.00843954627120664,"HSPA1A/HSPA1B/HSPB1/JUN/INS",5
"GO:0046034","GO:0046034","ATP metabolic process","5/48","311/18866",0.00112960535517857,0.0129383875788184,0.00850050166494959,"HSPA1A/HSPA1B/DDIT4/HSPA8/INS",5
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/48","20/18866",0.00116964787311508,0.0133026853174708,0.00873984474499631,"HSPA1A/HERPUD1",2
"GO:0021954","GO:0021954","central nervous system neuron development","3/48","82/18866",0.00118880773335799,0.0134260453802319,0.008820892125321,"HSP90AA1/HSP90AB1/UBB",3
"GO:0071277","GO:0071277","cellular response to calcium ion","3/48","83/18866",0.00123119514136432,0.0138081955090512,0.00907196419952654,"CACYBP/JUN/JUND",3
"GO:0007568","GO:0007568","aging","5/48","319/18866",0.00126430813503081,0.0140817768143086,0.0092517067158697,"CACYBP/ADM/JUN/JUND/CRYAB",5
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","2/48","21/18866",0.00129067331417515,0.0141798462747814,0.00931613820758,"PPP1R15A/HSP90AB1",2
"GO:0042276","GO:0042276","error-prone translesion synthesis","2/48","21/18866",0.00129067331417515,0.0141798462747814,0.00931613820758,"UBC/UBB",2
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","3/48","85/18866",0.00131880552707323,0.0143910197717788,0.00945487888541833,"HSPA1A/HSPA1B/FKBP4",3
"GO:0051051","GO:0051051","negative regulation of transport","6/48","483/18866",0.00134649883785532,0.0145774815535524,0.00957738400259466,"HSPA1A/BAG3/RGS2/CRYAB/RAB11FIP1/INS",6
"GO:0030308","GO:0030308","negative regulation of cell growth","4/48","190/18866",0.00137199826386376,0.0145774815535524,0.00957738400259466,"HSPA1A/HSPA1B/RGS2/CRYAB",4
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","4/48","190/18866",0.00137199826386376,0.0145774815535524,0.00957738400259466,"HSPA1A/HSPA1B/FKBP4/CHORDC1",4
"GO:0099111","GO:0099111","microtubule-based transport","4/48","190/18866",0.00137199826386376,0.0145774815535524,0.00957738400259466,"HSPB1/BAG3/UBB/HSPA8",4
"GO:0043312","GO:0043312","neutrophil degranulation","6/48","487/18866",0.0014043888117203,0.0146741367780139,0.00964088634331953,"HSPA1A/HSPA6/HSPA1B/HSP90AA1/HSP90AB1/HSPA8",6
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","3/48","87/18866",0.00141024921570086,0.0146741367780139,0.00964088634331953,"HSPA1A/UBC/UBB",3
"GO:0000717","GO:0000717","nucleotide-excision repair, DNA duplex unwinding","2/48","22/18866",0.00141743983738091,0.0146741367780139,0.00964088634331953,"UBC/UBB",2
"GO:0070987","GO:0070987","error-free translesion synthesis","2/48","22/18866",0.00141743983738091,0.0146741367780139,0.00964088634331953,"UBC/UBB",2
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","6/48","490/18866",0.00144904445272046,0.0149057757397677,0.00979307280148991,"HSPA1A/HSPA6/HSPA1B/HSP90AA1/HSP90AB1/HSPA8",6
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","6/48","492/18866",0.00147941400603257,0.0151218583528012,0.0099350387613646,"DDIT3/ADM/HERPUD1/PLCG2/MT2A/MT1G",6
"GO:1903845","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","3/48","89/18866",0.00150558822576824,0.0152926099661366,0.0100472223209162,"HSPA1A/UBC/UBB",3
"GO:0071897","GO:0071897","DNA biosynthetic process","4/48","196/18866",0.00153799884604768,0.015356556215436,0.0100892349129278,"HSP90AA1/UBC/HSP90AB1/UBB",4
"GO:0000715","GO:0000715","nucleotide-excision repair, DNA damage recognition","2/48","23/18866",0.00154991867685206,0.015356556215436,0.0100892349129278,"UBC/UBB",2
"GO:0006297","GO:0006297","nucleotide-excision repair, DNA gap filling","2/48","23/18866",0.00154991867685206,0.015356556215436,0.0100892349129278,"UBC/UBB",2
"GO:1900273","GO:1900273","positive regulation of long-term synaptic potentiation","2/48","23/18866",0.00154991867685206,0.015356556215436,0.0100892349129278,"SQSTM1/INS",2
"GO:1903829","GO:1903829","positive regulation of cellular protein localization","5/48","338/18866",0.00163167879091837,0.0160680563861778,0.0105566894816798,"BAG3/HSP90AB1/SLC5A3/SQSTM1/INS",5
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","4/48","200/18866",0.00165615073363189,0.0162102026352455,0.0106500793588577,"HSPB1/BAG3/UBB/HSPA8",4
"GO:0071294","GO:0071294","cellular response to zinc ion","2/48","24/18866",0.00168808117063418,0.0162263898384458,0.0106607143276215,"MT2A/MT1G",2
"GO:0090169","GO:0090169","regulation of spindle assembly","2/48","24/18866",0.00168808117063418,0.0162263898384458,0.0106607143276215,"HSPA1A/HSPA1B",2
"GO:1900118","GO:1900118","negative regulation of execution phase of apoptosis","2/48","24/18866",0.00168808117063418,0.0162263898384458,0.0106607143276215,"MTRNR2L8/MTRNR2L12",2
"GO:0032677","GO:0032677","regulation of interleukin-8 production","3/48","93/18866",0.00170819444432535,0.0162263898384458,0.0106607143276215,"HSPA1A/HSPA1B/DDIT3",3
"GO:0051702","GO:0051702","interaction with symbiont","3/48","93/18866",0.00170819444432535,0.0162263898384458,0.0106607143276215,"HSPD1/JUN/HSPA8",3
"GO:0043405","GO:0043405","regulation of MAP kinase activity","5/48","342/18866",0.00171808833583544,0.0162263898384458,0.0106607143276215,"UBC/DNAJA1/RGS2/GADD45B/UBB",5
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","5/48","344/18866",0.00176253535952705,0.0165493872420708,0.0108729231481228,"HSPA1A/HSPB1/UBC/UBB/HSPA8",5
"GO:0042594","GO:0042594","response to starvation","4/48","206/18866",0.00184502533262224,0.0172237913999128,0.0113160056908014,"DDIT3/ADM/JUN/HSPA8",4
"GO:0071456","GO:0071456","cellular response to hypoxia","4/48","208/18866",0.00191117290739772,0.0177387600313064,0.0116543393264181,"UBC/UBB/HILPDA/NDRG1",4
"GO:1901216","GO:1901216","positive regulation of neuron death","3/48","97/18866",0.00192709713618893,0.017784353571115,0.0116842942152087,"DDIT3/DDIT4/JUN",3
"GO:0070911","GO:0070911","global genome nucleotide-excision repair","2/48","26/18866",0.00198134299099425,0.0181810734684984,0.011944938605994,"UBC/UBB",2
"GO:0006626","GO:0006626","protein targeting to mitochondrion","3/48","99/18866",0.00204280248115062,0.0186391299833799,0.0122458810645247,"HSP90AA1/BAG3/HSPD1",3
"GO:0007254","GO:0007254","JNK cascade","4/48","213/18866",0.00208371576934634,0.0189056234128895,0.012420966856896,"UBC/DNAJA1/GADD45B/UBB",4
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","4/48","214/18866",0.00211947487259631,0.0190512486400539,0.0125166424175814,"DDIT3/HSPD1/JUN/HSP90AB1",4
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","5/48","359/18866",0.00212335898155399,0.0190512486400539,0.0125166424175814,"HSPA1A/UBC/JUN/HSP90AB1/UBB",5
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/48","27/18866",0.00213638551037284,0.0190622243052604,0.0125238534135261,"HSPB1/INS",2
"GO:0032637","GO:0032637","interleukin-8 production","3/48","101/18866",0.00216275109237258,0.0190865738479875,0.0125398510273889,"HSPA1A/HSPA1B/DDIT3",3
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","3/48","101/18866",0.00216275109237258,0.0190865738479875,0.0125398510273889,"HSPA1A/HSPA1B/JUN",3
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","4/48","218/18866",0.00226676570180784,0.0198377105960678,0.0130333467693247,"UBC/UBB/HILPDA/NDRG1",4
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","3/48","103/18866",0.00228699704134123,0.0198377105960678,0.0130333467693247,"UBC/UBB/SQSTM1",3
"GO:0071280","GO:0071280","cellular response to copper ion","2/48","28/18866",0.00229699806901838,0.0198377105960678,0.0130333467693247,"MT2A/MT1G",2
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","2/48","28/18866",0.00229699806901838,0.0198377105960678,0.0130333467693247,"PPP1R15A/DNAJB9",2
"GO:0045861","GO:0045861","negative regulation of proteolysis","5/48","369/18866",0.00239220300036019,0.0205500417318176,0.0135013472808683,"SERPINH1/HERPUD1/HSP90AB1/CRYAB/INS",5
"GO:0045862","GO:0045862","positive regulation of proteolysis","5/48","370/18866",0.002420390444979,0.0206821723208523,0.0135881568840926,"HSPA1A/HSPA1B/HSPD1/ZFAND2A/HERPUD1",5
"GO:0006294","GO:0006294","nucleotide-excision repair, preincision complex assembly","2/48","29/18866",0.00246315251975011,0.0208271796827038,0.0136834265081737,"UBC/UBB",2
"GO:0007020","GO:0007020","microtubule nucleation","2/48","29/18866",0.00246315251975011,0.0208271796827038,0.0136834265081737,"HSPA1A/HSPA1B",2
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","3/48","106/18866",0.00248153907629787,0.020873362542818,0.0137137685795409,"HSP90AA1/HSP90AB1/SLC5A3",3
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","5/48","373/18866",0.00250640855859444,0.0209733151405701,0.013779437289682,"HSPA1A/HSPA1B/FKBP4/CRYAB/HSPA8",5
"GO:0005979","GO:0005979","regulation of glycogen biosynthetic process","2/48","30/18866",0.00263482081737731,0.0216001808125094,0.0141912871168385,"PPP1R3C/INS",2
"GO:0010962","GO:0010962","regulation of glucan biosynthetic process","2/48","30/18866",0.00263482081737731,0.0216001808125094,0.0141912871168385,"PPP1R3C/INS",2
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/48","30/18866",0.00263482081737731,0.0216001808125094,0.0141912871168385,"HSPA1A/HSPA1B",2
"GO:0035666","GO:0035666","TRIF-dependent toll-like receptor signaling pathway","2/48","30/18866",0.00263482081737731,0.0216001808125094,0.0141912871168385,"UBC/UBB",2
"GO:0032271","GO:0032271","regulation of protein polymerization","4/48","231/18866",0.00279416812540584,0.0227908157703557,0.01497353253806,"HSPA1A/HSPA1B/HSP90AA1/FKBP4",4
"GO:0071453","GO:0071453","cellular response to oxygen levels","4/48","235/18866",0.00297203601069045,0.0241197897350004,0.0158466664838719,"UBC/UBB/HILPDA/NDRG1",4
"GO:0032886","GO:0032886","regulation of microtubule-based process","4/48","240/18866",0.0032051013703903,0.0258811935659016,0.0170039062176496,"HSPA1A/HSPA1B/FKBP4/CHORDC1",4
"GO:0038093","GO:0038093","Fc receptor signaling pathway","4/48","241/18866",0.00325316995143481,0.0261386540873991,0.0171730574027038,"HSP90AA1/JUN/HSP90AB1/PLCG2",4
"GO:0002756","GO:0002756","MyD88-independent toll-like receptor signaling pathway","2/48","34/18866",0.00337607512481636,0.0264677734299923,0.0173892883281292,"UBC/UBB",2
"GO:0010922","GO:0010922","positive regulation of phosphatase activity","2/48","34/18866",0.00337607512481636,0.0264677734299923,0.0173892883281292,"PPP1R15A/HSP90AB1",2
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","2/48","34/18866",0.00337607512481636,0.0264677734299923,0.0173892883281292,"HSPA1A/HSPA1B",2
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","2/48","34/18866",0.00337607512481636,0.0264677734299923,0.0173892883281292,"HSPA1A/HSPA1B",2
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","2/48","34/18866",0.00337607512481636,0.0264677734299923,0.0173892883281292,"HSPA1A/HSPA1B",2
"GO:0051402","GO:0051402","neuron apoptotic process","4/48","245/18866",0.00345037794309846,0.0269196153531594,0.0176861478090173,"DDIT3/HSPD1/JUN/HSP90AB1",4
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","2/48","36/18866",0.00377906362771005,0.0287886215035459,0.0189140821088964,"HSP90AA1/HSP90AB1",2
"GO:0051973","GO:0051973","positive regulation of telomerase activity","2/48","36/18866",0.00377906362771005,0.0287886215035459,0.0189140821088964,"HSP90AA1/HSP90AB1",2
"GO:0070873","GO:0070873","regulation of glycogen metabolic process","2/48","36/18866",0.00377906362771005,0.0287886215035459,0.0189140821088964,"PPP1R3C/INS",2
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","2/48","36/18866",0.00377906362771005,0.0287886215035459,0.0189140821088964,"HSPA1A/HSPA1B",2
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/48","36/18866",0.00377906362771005,0.0287886215035459,0.0189140821088964,"HSPA1A/HSPA1B",2
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","4/48","253/18866",0.00386898184202848,0.029335237910216,0.0192732082864577,"HSP90AA1/DDIT3/HSP90AB1/INS",4
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/48","254/18866",0.00392362201957775,0.0294132950824659,0.0193244917341539,"HSPA1A/UBC/HSP90AB1/UBB",4
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","3/48","125/18866",0.00395172290643288,0.0294132950824659,0.0193244917341539,"HSPA1A/HSPD1/JUN",3
"GO:0006296","GO:0006296","nucleotide-excision repair, DNA incision, 5'-to lesion","2/48","37/18866",0.00398855208858206,0.0294132950824659,0.0193244917341539,"UBC/UBB",2
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","2/48","37/18866",0.00398855208858206,0.0294132950824659,0.0193244917341539,"MT2A/MT1G",2
"GO:0033120","GO:0033120","positive regulation of RNA splicing","2/48","37/18866",0.00398855208858206,0.0294132950824659,0.0193244917341539,"HSPA1A/HSPA8",2
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","2/48","37/18866",0.00398855208858206,0.0294132950824659,0.0193244917341539,"HSPA1A/HSPA1B",2
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","3/48","127/18866",0.00413136898635628,0.0300370967891515,0.019734328540632,"BAG3/HSP90AB1/INS",3
"GO:0001558","GO:0001558","regulation of cell growth","5/48","420/18866",0.00416371486110173,0.0300370967891515,0.019734328540632,"HSPA1A/HSPA1B/RGS2/CRYAB/INS",5
"GO:0030224","GO:0030224","monocyte differentiation","2/48","38/18866",0.00420333366832708,0.0300370967891515,0.019734328540632,"JUN/MT1G",2
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","2/48","38/18866",0.00420333366832708,0.0300370967891515,0.019734328540632,"PPP1R3C/INS",2
"GO:0042769","GO:0042769","DNA damage response, detection of DNA damage","2/48","38/18866",0.00420333366832708,0.0300370967891515,0.019734328540632,"UBC/UBB",2
"GO:0090224","GO:0090224","regulation of spindle organization","2/48","38/18866",0.00420333366832708,0.0300370967891515,0.019734328540632,"HSPA1A/HSPA1B",2
"GO:1903131","GO:1903131","mononuclear cell differentiation","2/48","38/18866",0.00420333366832708,0.0300370967891515,0.019734328540632,"JUN/MT1G",2
"GO:0033683","GO:0033683","nucleotide-excision repair, DNA incision","2/48","39/18866",0.00442338122540037,0.0313322836799193,0.020585264428456,"UBC/UBB",2
"GO:0055069","GO:0055069","zinc ion homeostasis","2/48","39/18866",0.00442338122540037,0.0313322836799193,0.020585264428456,"MT2A/MT1G",2
"GO:0019068","GO:0019068","virion assembly","2/48","40/18866",0.00464866771709389,0.0323603377720114,0.0212606944593042,"UBC/UBB",2
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","2/48","40/18866",0.00464866771709389,0.0323603377720114,0.0212606944593042,"BAG3/HSP90AB1",2
"GO:0045740","GO:0045740","positive regulation of DNA replication","2/48","40/18866",0.00464866771709389,0.0323603377720114,0.0212606944593042,"CACYBP/JUN",2
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","2/48","40/18866",0.00464866771709389,0.0323603377720114,0.0212606944593042,"HSPD1/INS",2
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/48","133/18866",0.00469989625498187,0.0325765341278787,0.0214027351480539,"HSPA1A/UBC/UBB",3
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","2/48","41/18866",0.00487916619922605,0.0336745872297011,0.0221241544256404,"MTRNR2L8/MTRNR2L12",2
"GO:0006839","GO:0006839","mitochondrial transport","4/48","271/18866",0.00493434462096531,0.0339104960121659,0.022279146149756,"HSPA1A/HSP90AA1/BAG3/HSPD1",4
"GO:0032273","GO:0032273","positive regulation of protein polymerization","3/48","137/18866",0.00510395833991404,0.0347079095324321,0.0228030456631524,"HSPA1A/HSPA1B/HSP90AA1",3
"GO:0019985","GO:0019985","translesion synthesis","2/48","42/18866",0.0051148498258321,0.0347079095324321,0.0228030456631524,"UBC/UBB",2
"GO:1904591","GO:1904591","positive regulation of protein import","2/48","42/18866",0.0051148498258321,0.0347079095324321,0.0228030456631524,"BAG3/HSP90AB1",2
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","3/48","139/18866",0.00531361361502135,0.0355944129049455,0.0233854770788236,"HSP90AA1/HSP90AB1/PLCG2",3
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","3/48","139/18866",0.00531361361502135,0.0355944129049455,0.0233854770788236,"HSP90AA1/HSP90AB1/PLCG2",3
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","2/48","43/18866",0.00535569184885558,0.0355944129049455,0.0233854770788236,"HSPB1/INS",2
"GO:0045823","GO:0045823","positive regulation of heart contraction","2/48","43/18866",0.00535569184885558,0.0355944129049455,0.0233854770788236,"ADM/RGS2",2
"GO:0046688","GO:0046688","response to copper ion","2/48","43/18866",0.00535569184885558,0.0355944129049455,0.0233854770788236,"MT2A/MT1G",2
"GO:0043491","GO:0043491","protein kinase B signaling","4/48","278/18866",0.00539707612193968,0.0357224505611991,0.0234695976312131,"HSP90AA1/DDIT3/HSP90AB1/INS",4
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","2/48","44/18866",0.00560166561784059,0.0367751624911079,0.0241612278253458,"PPP1R3C/INS",2
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","2/48","44/18866",0.00560166561784059,0.0367751624911079,0.0241612278253458,"PPP1R15A/HSP90AB1",2
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","3/48","142/18866",0.00563772615107213,0.0368620556031639,0.0242183164725366,"HSP90AA1/HSP90AB1/PLCG2",3
"GO:0035296","GO:0035296","regulation of tube diameter","3/48","143/18866",0.0057483486641721,0.0372834662354937,0.0244951826399724,"ADM/RGS2/INS",3
"GO:0097746","GO:0097746","regulation of blood vessel diameter","3/48","143/18866",0.0057483486641721,0.0372834662354937,0.0244951826399724,"ADM/RGS2/INS",3
"GO:0010677","GO:0010677","negative regulation of cellular carbohydrate metabolic process","2/48","45/18866",0.00585274457962497,0.0375568932064197,0.0246748237588861,"DDIT4/INS",2
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/48","45/18866",0.00585274457962497,0.0375568932064197,0.0246748237588861,"HSP90AA1/HSP90AB1",2
"GO:0035150","GO:0035150","regulation of tube size","3/48","144/18866",0.00586027064273545,0.0375568932064197,0.0246748237588861,"ADM/RGS2/INS",3
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","4/48","286/18866",0.0059606079695626,0.0378321424972792,0.0248556621393237,"HSPB1/UBC/UBB/SQSTM1",4
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","3/48","145/18866",0.00597349618378092,0.0378321424972792,0.0248556621393237,"HSP90AA1/HSP90AB1/PLCG2",3
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","3/48","145/18866",0.00597349618378092,0.0378321424972792,0.0248556621393237,"HSP90AA1/DDIT4/HSP90AB1",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","3/48","146/18866",0.00608802933011931,0.0380921898804075,0.0250265128886758,"HSPD1/JUN/CRYAB",3
"GO:0005978","GO:0005978","glycogen biosynthetic process","2/48","46/18866",0.00610890227803439,0.0380921898804075,0.0250265128886758,"PPP1R3C/INS",2
"GO:0009250","GO:0009250","glucan biosynthetic process","2/48","46/18866",0.00610890227803439,0.0380921898804075,0.0250265128886758,"PPP1R3C/INS",2
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","2/48","46/18866",0.00610890227803439,0.0380921898804075,0.0250265128886758,"HSP90AA1/HSP90AB1",2
"GO:0051384","GO:0051384","response to glucocorticoid","3/48","147/18866",0.00620387407064821,0.0383879564141642,0.025220831067608,"ADM/DDIT4/HSPD1",3
"GO:0051592","GO:0051592","response to calcium ion","3/48","147/18866",0.00620387407064821,0.0383879564141642,0.025220831067608,"CACYBP/JUN/JUND",3
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","3/48","148/18866",0.00632103434064556,0.0389636277104678,0.0255990462650491,"DDIT4/PPP1R3C/INS",3
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","3/48","149/18866",0.0064395140220619,0.0395430233674144,0.0259797083619708,"HSPD1/JUN/HSP90AB1",3
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","4/48","294/18866",0.00656222059410507,0.0398427616995213,0.0261766360065944,"DDIT4/PPP1R3C/SLC5A3/INS",4
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","2/48","48/18866",0.00663634854314009,0.0398427616995213,0.0261766360065944,"JUN/INS",2
"GO:0042220","GO:0042220","response to cocaine","2/48","48/18866",0.00663634854314009,0.0398427616995213,0.0261766360065944,"HSPD1/HSP90AB1",2
"GO:0051972","GO:0051972","regulation of telomerase activity","2/48","48/18866",0.00663634854314009,0.0398427616995213,0.0261766360065944,"HSP90AA1/HSP90AB1",2
"GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","2/48","48/18866",0.00663634854314009,0.0398427616995213,0.0261766360065944,"SQSTM1/INS",2
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/48","48/18866",0.00663634854314009,0.0398427616995213,0.0261766360065944,"HSPA1A/HSPA1B",2
"GO:0051224","GO:0051224","negative regulation of protein transport","3/48","151/18866",0.00668044688206322,0.0399589693130818,0.0262529842382835,"BAG3/RAB11FIP1/INS",3
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","3/48","152/18866",0.00680290756052717,0.0405413125839534,0.0266355829132313,"HSPD1/UBC/UBB",3
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","5/48","473/18866",0.00684297181954939,0.0406301451785745,0.026693945797623,"SERPINH1/PPP1R15A/RGS2/HERPUD1/CRYAB",5
"GO:0051258","GO:0051258","protein polymerization","4/48","300/18866",0.00703907630657108,0.0416414221066385,0.0273583532563087,"HSPA1A/HSPA1B/HSP90AA1/FKBP4",4
"GO:0010632","GO:0010632","regulation of epithelial cell migration","4/48","301/18866",0.00712072591030733,0.0418838571389714,0.0275176327170169,"HSPB1/JUN/DNAJA4/PLCG2",4
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","2/48","50/18866",0.00718379469194742,0.0418838571389714,0.0275176327170169,"HSPA1A/HSPA1B",2
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","2/48","50/18866",0.00718379469194742,0.0418838571389714,0.0275176327170169,"HSPA1A/HSPA1B",2
"GO:0050873","GO:0050873","brown fat cell differentiation","2/48","50/18866",0.00718379469194742,0.0418838571389714,0.0275176327170169,"RGS2/INS",2
"GO:0043484","GO:0043484","regulation of RNA splicing","3/48","156/18866",0.00730613033078376,0.0422917580079418,0.0277856229897379,"HSPA1A/CLK1/HSPA8",3
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","3/48","156/18866",0.00730613033078376,0.0422917580079418,0.0277856229897379,"FKBP4/CRYAB/HSPA8",3
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process","2/48","51/18866",0.00746495260413249,0.0430567801988356,0.0282882414472389,"DDIT4/INS",2
"GO:0006301","GO:0006301","postreplication repair","2/48","52/18866",0.00775103253561682,0.0443897785284438,0.02916401939493,"UBC/UBB",2
"GO:0050999","GO:0050999","regulation of nitric-oxide synthase activity","2/48","52/18866",0.00775103253561682,0.0443897785284438,0.02916401939493,"HSP90AA1/INS",2
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","4/48","310/18866",0.00788400771794445,0.04483335374817,0.0294554476637806,"HSP90AA1/DDIT4/CLK1/HSP90AB1",4
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","4/48","310/18866",0.00788400771794445,0.04483335374817,0.0294554476637806,"HSPA1A/UBC/HSP90AB1/UBB",4
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","2/48","53/18866",0.00804200870064733,0.0452538120262907,0.0297316881358977,"UBC/UBB",2
"GO:0043392","GO:0043392","negative regulation of DNA binding","2/48","53/18866",0.00804200870064733,0.0452538120262907,0.0297316881358977,"DDIT3/JUN",2
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","2/48","53/18866",0.00804200870064733,0.0452538120262907,0.0297316881358977,"ADM/RGS2",2
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","3/48","162/18866",0.0081014873383492,0.0454302154563679,0.0298475849307602,"DDIT4/PPP1R3C/INS",3
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","3/48","163/18866",0.00823881720674647,0.0460404490965244,0.0302485075374265,"HSPA1A/HSPA1B/INS",3
"GO:0010043","GO:0010043","response to zinc ion","2/48","54/18866",0.00833785540804255,0.0464332292551335,0.0305065635256149,"MT2A/MT1G",2
"GO:0031960","GO:0031960","response to corticosteroid","3/48","164/18866",0.00837751851170955,0.0464937883038176,0.0305463507317896,"ADM/DDIT4/HSPD1",3
"GO:0002931","GO:0002931","response to ischemia","2/48","55/18866",0.00863854706089445,0.0474532432086549,0.0311767111972131,"HSPD1/SQSTM1",2
