p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.596282266	0.465	0.018	0	11	SNAI1
0	0.594289569	0.544	0.06	0	11	ARHGEF2
0	0.593891136	0.729	0.468	0	11	IER2
0	0.593422934	0.932	0.83	0	11	C4orf3
0	0.592637019	0.803	0.554	0	11	SNHG16
0	0.592023434	0.606	0.388	0	11	ALDH2
0	0.591824885	0.991	0.984	0	11	RPL35A
0	0.591135272	0.876	0.74	0	11	ATOX1
0	0.589734572	0.678	0.3	0	11	FAM89B
0	0.589032616	0.974	0.934	0	11	PPIA
0	0.587942783	0.36	0.01	0	11	ROR1-AS1
0	0.587805812	0.871	0.728	0	11	C1QBP
0	0.58718136	0.521	0.03	0	11	FSCN1
0	0.586786689	0.996	0.997	0	11	RPL15
0	0.585814039	0.995	0.99	0	11	RPL23A
0	0.585319899	0.471	0.068	0	11	JAG1
0	0.584937553	0.925	0.814	0	11	LAMTOR1
0	0.584764009	0.743	0.402	0	11	RCN2
0	0.583521005	0.715	0.372	0	11	TIMM17A
0	0.583426264	0.718	0.382	0	11	DEGS1
0	0.58246848	0.681	0.308	0	11	TWF2
0	0.581158845	0.552	0.117	0	11	ARHGEF40
0	0.58103089	0.946	0.879	0	11	PSMD8
0	0.580463645	0.531	0.102	0	11	SVIL
0	0.580424484	0.886	0.783	0	11	CYCS
0	0.579546672	0.413	0.004	0	11	SCARA3
0	0.578929252	0.532	0.076	0	11	NOTCH2
0	0.57871	0.842	0.615	0	11	PHB2
0	0.57827993	0.935	0.836	0	11	C19orf53
0	0.577801732	0.492	0.053	0	11	PLXDC2
0	0.577486668	0.952	0.897	0	11	TXN
0	0.577346073	0.752	0.448	0	11	ERCC1
0	0.577301663	0.767	0.494	0	11	ANXA6
0	0.577217145	0.664	0.301	0	11	NQO2
0	0.576956446	0.266	0.019	0	11	SCRG1
0	0.57684834	0.525	0.149	0	11	IL1R1
0	0.576669274	0.957	0.882	0	11	RPS27L
0	0.576410488	0.873	0.649	0	11	TRAM1
0	0.576039253	0.935	0.835	0	11	YWHAB
0	0.574238976	0.403	0.02	0	11	BMP8A
0	0.573516567	0.798	0.533	0	11	MPG
0	0.573188609	0.288	0.07	0	11	EGLN3
0	0.572732431	0.46	0.087	0	11	MIR100HG
0	0.572291975	0.539	0.118	0	11	RNF24
0	0.571992788	0.935	0.853	0	11	SELENOH
0	0.570798874	0.46	0.096	0	11	PSAT1
0	0.570047892	0.949	0.891	0	11	CLTA
0	0.569588171	0.971	0.941	0	11	RPS17
0	0.567217216	0.993	0.986	0	11	RPL12
0	0.566962434	0.822	0.573	0	11	SRSF2
0	0.56591578	0.992	0.983	0	11	RPS25
0	0.564925319	0.401	0.006	0	11	COL12A1
0	0.5647366	0.512	0.124	0	11	CBLB
0	0.563945609	0.484	0.019	0	11	RGS10
0	0.563757707	0.897	0.723	0	11	NFIC
0	0.563723112	0.572	0.131	0	11	FKBP7
0	0.562735312	0.471	0.016	0	11	CALHM2
0	0.562082615	0.559	0.168	0	11	B4GALT1
0	0.560078609	0.784	0.508	0	11	SEC61A1
0	0.559518314	0.739	0.503	0	11	EGR1
0	0.559332682	0.493	0.065	0	11	ALDH1L2
0	0.55927849	0.501	0.085	0	11	MYOF
0	0.558075658	0.437	0.152	0	11	RCAN1
0	0.557906142	0.526	0.138	0	11	JARID2
0	0.556156244	0.995	0.994	0	11	RPS9
0	0.555023813	0.59	0.137	0	11	POLE4
0	0.554544583	0.948	0.857	0	11	HNRNPK
0	0.553806883	0.799	0.524	0	11	PSMD9
0	0.553729852	0.671	0.407	0	11	CD68
0	0.553291837	0.466	0.021	0	11	PRKG1
0	0.55308509	0.653	0.268	0	11	SPNS1
0	0.552738605	0.744	0.365	0	11	SFT2D1
0	0.552553987	0.955	0.895	0	11	UQCRH
0	0.552461773	0.869	0.685	0	11	PGLS
0	0.55229508	0.731	0.396	0	11	NTMT1
0	0.552259088	0.52	0.115	0	11	DCBLD2
0	0.552241057	0.912	0.782	0	11	SF3B6
0	0.551902471	0.683	0.351	0	11	GOLT1B
0	0.54888438	0.58	0.234	0	11	MAP1A
0	0.548843781	0.649	0.278	0	11	NTAN1
0	0.547558774	0.537	0.166	0	11	SH3KBP1
0	0.545625055	0.979	0.97	0	11	CHCHD2
0	0.545445444	0.664	0.274	0	11	SLC38A2
0	0.545086997	0.418	0.014	0	11	SGCD
0	0.544984528	0.75	0.445	0	11	DERL1
0	0.544786193	0.641	0.265	0	11	MSANTD3
0	0.544066161	0.781	0.485	0	11	AUP1
0	0.543648053	0.398	0.014	0	11	NR2F1
0	0.543645603	0.482	0.021	0	11	MSC-AS1
0	0.543555817	0.45	0.013	0	11	SLC16A1
0	0.543548207	0.75	0.484	0	11	SMARCB1
0	0.543340866	0.191	0.015	0	11	TNC
0	0.542771552	0.69	0.394	0	11	IARS
0	0.542018458	0.273	0.025	0	11	SPARCL1
0	0.541821078	0.808	0.608	0	11	CCT2
0	0.541802383	0.843	0.638	0	11	HNRNPA0
0	0.541089073	0.387	0.179	0	11	FOSB
0	0.54071967	0.795	0.511	0	11	CNIH4
0	0.539817677	0.463	0.103	0	11	PDLIM3
0	0.539710229	0.477	0.043	0	11	COPZ2
0	0.539497091	0.994	0.993	0	11	RPL6
0	0.538831589	0.826	0.501	0	11	SPTBN1
0	0.538688475	0.193	0.023	0	11	FGF7
0	0.536572336	0.905	0.765	0	11	SRSF3
0	0.536243514	0.383	0.03	0	11	C3orf80
0	0.536011804	0.63	0.236	0	11	SEC23A
0	0.535703187	0.994	0.991	0	11	RPS8
0	0.535673779	0.684	0.319	0	11	KDSR
0	0.535439519	0.547	0.143	0	11	SLFN5
0	0.534422289	0.841	0.626	0	11	SNRPB2
0	0.534314005	0.667	0.322	0	11	SKIL
0	0.533812364	0.742	0.432	0	11	EIF4E2
0	0.533457456	0.868	0.737	0	11	MAGED2
0	0.533454195	0.86	0.694	0	11	TMEM167A
0	0.532999469	0.905	0.771	0	11	HNRNPA3
0	0.532662078	0.524	0.33	0	11	HES1
0	0.532635963	0.837	0.636	0	11	RRAGA
0	0.53227039	0.866	0.722	0	11	HSPA9
0	0.531447509	0.412	0.012	0	11	TBX2
0	0.530733712	0.993	0.982	0	11	H3F3B
0	0.529829694	0.683	0.371	0	11	COPS8
0	0.527975199	0.31	0.003	0	11	HAS2
0	0.527390496	0.684	0.352	0	11	OAT
0	0.526556102	0.932	0.852	0	11	BRI3
0	0.526389486	0.816	0.618	0	11	STOML2
0	0.526335409	0.529	0.072	0	11	PPP1R18
0	0.525756685	0.548	0.153	0	11	DBN1
0	0.525659911	0.97	0.933	0	11	MORF4L1
0	0.52515432	0.883	0.739	0	11	SNRPB
0	0.524948511	0.919	0.844	0	11	ZFAS1
0	0.524677907	0.398	0.03	0	11	NOTCH1
0	0.524049243	0.986	0.979	0	11	CST3
0	0.523458654	0.446	0.043	0	11	TCEAL7
0	0.522175349	0.934	0.854	0	11	NAP1L1
0	0.521859737	0.915	0.819	0	11	RTRAF
0	0.521560059	0.533	0.287	0	11	CD82
0	0.521023408	0.212	0.009	0	11	SFRP1
0	0.520196239	0.532	0.155	0	11	SPSB1
0	0.52010511	0.865	0.668	0	11	UBE2I
0	0.520018403	0.49	0.132	0	11	KDELR3
0	0.519553745	0.292	0.006	0	11	MEDAG
0	0.519017155	0.667	0.396	0	11	ARID5B
0	0.518032544	0.828	0.608	0	11	TFG
0	0.51694266	0.702	0.354	0	11	MGAT1
0	0.516737819	0.845	0.685	0	11	DNAJC15
0	0.514811354	0.726	0.407	0	11	SPART
0	0.51476267	0.566	0.202	0	11	DYRK2
0	0.51334046	0.755	0.488	0	11	SAR1A
1.25077224123402e-316	0.511755005	0.799	0.759	3.46951711995904e-312	11	CHCHD10
0	0.511654515	0.851	0.721	0	11	TCEA1
0	0.511589475	0.476	0.146	0	11	FSTL3
0	0.509920516	0.91	0.814	0	11	SERBP1
0	0.509608579	0.547	0.103	0	11	REST
0	0.509099953	0.558	0.098	0	11	TRIP6
0	0.509043709	0.977	0.916	0	11	SQSTM1
0	0.508845332	0.73	0.45	0	11	CAPN2
0	0.50881763	0.891	0.752	0	11	ZNHIT1
0	0.50870042	0.812	0.624	0	11	RANBP1
0	0.508343138	0.928	0.804	0	11	DYNLT1
0	0.508004817	0.801	0.552	0	11	NFE2L2
0	0.507871351	0.898	0.718	0	11	YWHAZ
0	0.507556617	0.409	0.013	0	11	KCNG1
0	0.507381938	0.644	0.438	0	11	MSMO1
0	0.505247723	0.499	0.064	0	11	HK1
0	0.504004399	0.954	0.912	0	11	ATP5MC3
0	0.503144626	0.613	0.326	0	11	SYNJ2
0	0.502695426	0.774	0.531	0	11	UFM1
0	0.502262354	0.64	0.264	0	11	SP100
0	0.501821261	0.825	0.636	0	11	ACTR3
0	0.500957504	0.784	0.538	0	11	MESD
0	0.499589379	0.684	0.418	0	11	MAP4K4
0	0.49945159	0.522	0.17	0	11	PYCR1
0	0.499134222	0.402	0.005	0	11	FOXF2
0	0.498873191	0.919	0.809	0	11	EIF3F
0	0.498608433	0.821	0.604	0	11	LEPROT
0	0.498480417	0.913	0.847	0	11	SLC25A5
0	0.497944791	0.713	0.386	0	11	NRBP1
0	0.496390055	0.406	0.035	0	11	VASN
0	0.496064888	0.431	0.057	0	11	SSPN
0	0.495554641	0.894	0.784	0	11	YIF1A
0	0.495208826	0.407	0.007	0	11	GFPT2
0	0.495056447	0.881	0.744	0	11	RAB1A
0	0.494755734	0.779	0.497	0	11	PPP1CA
0	0.494684476	0.344	0.003	0	11	CCN4
0	0.494093503	0.723	0.467	0	11	NAA10
0	0.493613691	0.978	0.797	0	11	ANXA2
0	0.492957189	0.948	0.888	0	11	SPCS2
0	0.492801724	0.334	0.006	0	11	TWIST1
0	0.492544926	0.588	0.205	0	11	QKI
0	0.491997603	0.606	0.258	0	11	RECQL
0	0.491900158	0.991	0.983	0	11	RPL35
0	0.491867424	0.66	0.332	0	11	HEBP1
0	0.49182122	0.802	0.645	0	11	CCT5
0	0.491468372	0.711	0.429	0	11	BCAP29
0	0.491042696	0.828	0.622	0	11	CSNK2B
0	0.49089796	0.999	0.998	0	11	FTL
0	0.49060485	0.549	0.154	0	11	SHC1
0	0.490344003	0.401	0.004	0	11	TWIST2
0	0.488566701	0.392	0.087	0	11	CCDC71L
7.79E-100	0.488550147	0.616	0.494	2.16E-95	11	MT1X
0	0.487821151	0.893	0.756	0	11	EIF5
0	0.487780797	0.803	0.579	0	11	SLC39A7
0	0.487305239	0.99	0.986	0	11	EEF1G
0	0.486615557	0.325	0.004	0	11	NTM
0	0.485710711	0.741	0.476	0	11	EIF2S3
0	0.48561128	0.967	0.922	0	11	EID1
0	0.485235665	0.877	0.73	0	11	PDCD5
0	0.485175788	0.874	0.727	0	11	MAP1LC3B
0	0.484729818	0.881	0.735	0	11	ENY2
0	0.484353749	0.444	0.051	0	11	SH3PXD2B
0	0.483850265	0.354	0.019	0	11	ADAM12
0	0.48282886	0.834	0.666	0	11	SEC31A
0	0.482352604	0.755	0.533	0	11	PSMC4
0	0.482010753	0.866	0.675	0	11	SEPTIN2
0	0.481746391	0.726	0.459	0	11	SEC13
0	0.481585377	0.66	0.333	0	11	CHCHD3
0	0.481314848	0.375	0.063	0	11	CSRP2
0	0.48054574	0.82	0.627	0	11	SNF8
0	0.480410234	0.997	0.995	0	11	RPS24
0	0.479721507	0.844	0.668	0	11	PSMD7
0	0.479059537	0.695	0.418	0	11	ATG101
0	0.478376804	0.489	0.162	0	11	GPC6
0	0.47816352	0.991	0.987	0	11	RPL27A
0	0.477189454	0.783	0.558	0	11	ADRM1
0	0.476576959	0.307	0.003	0	11	FIBIN
0	0.47644367	0.873	0.721	0	11	EIF3G
0	0.476123086	0.636	0.317	0	11	FXYD6
0	0.475576923	0.868	0.729	0	11	NDUFA6
0	0.475458108	0.994	0.994	0	11	RPL18
0	0.473924613	0.827	0.627	0	11	HADHB
0	0.473410608	0.913	0.797	0	11	ARPC5
0	0.473403672	0.87	0.718	0	11	TCEAL8
0	0.473371114	0.794	0.606	0	11	MRPL52
1.18E-145	0.473051082	0.694	0.699	3.26E-141	11	VEGFA
0	0.472413133	0.354	0.044	0	11	RNF152
0	0.47196072	0.239	0.004	0	11	PRELP
0	0.471884619	0.995	0.99	0	11	RPL34
0	0.471637191	0.44	0.093	0	11	GAS6
0	0.471022083	0.378	0.006	0	11	SRPX
0	0.470987521	0.624	0.325	0	11	ACSL3
0	0.470835001	0.782	0.591	0	11	VAT1
0	0.47030928	0.785	0.589	0	11	NARS
0	0.470099328	0.718	0.436	0	11	MRPS12
0	0.469739651	0.704	0.446	0	11	NR3C1
0	0.468126232	0.642	0.329	0	11	MAPKAPK2
0	0.468045489	0.419	0.017	0	11	FMNL3
0	0.468006339	0.429	0.071	0	11	SMOX
0	0.467309373	0.819	0.674	0	11	PSMD2
0	0.467151614	0.763	0.529	0	11	GLRX3
0	0.467049517	0.687	0.447	0	11	GSTM3
0	0.466925223	0.306	0.031	0	11	AL139393.3
0	0.466581005	0.536	0.246	0	11	PTPA
0	0.46632076	0.511	0.148	0	11	TSPAN9
0	0.466084536	0.709	0.421	0	11	PFKL
0	0.466000993	0.441	0.018	0	11	MSRB3
0	0.465973754	0.864	0.725	0	11	EIF3A
0	0.465530665	0.864	0.699	0	11	RBM8A
0	0.465502502	0.937	0.863	0	11	BRK1
0	0.464985592	0.942	0.881	0	11	NDUFA11
0	0.463658835	0.754	0.499	0	11	CTNNB1
0	0.463551931	0.997	0.994	0	11	RPS3
0	0.463060786	0.753	0.532	0	11	DNPH1
0	0.462868248	0.428	0.048	0	11	CCDC74A
0	0.462709276	0.665	0.38	0	11	CSNK1E
0	0.462678315	0.742	0.47	0	11	C14orf119
0	0.462378492	0.808	0.614	0	11	PSMC3
0	0.462344768	0.834	0.683	0	11	PHB
0	0.462123774	0.882	0.724	0	11	PRRC2C
0	0.461837691	0.731	0.463	0	11	MCL1
0	0.461737592	0.785	0.561	0	11	MCRIP1
0	0.461628376	0.85	0.677	0	11	YIPF3
0	0.460724978	0.997	0.997	0	11	RPL11
0	0.460398906	0.506	0.134	0	11	ETS1
0	0.45979075	0.747	0.474	0	11	MAF1
0	0.459779112	0.896	0.783	0	11	UXT
0	0.459404242	0.923	0.832	0	11	SNX3
0	0.458690276	0.437	0.139	0	11	SULF2
0	0.457425686	0.813	0.681	0	11	PRMT1
0	0.457378357	0.456	0.103	0	11	PLSCR4
0	0.457189049	0.861	0.879	0	11	CD81
0	0.457044986	0.576	0.223	0	11	SKAP2
0	0.456503388	0.436	0.054	0	11	APOL1
0	0.45630173	0.55	0.204	0	11	WDR41
0	0.455842759	0.434	0.015	0	11	SYDE1
0	0.455499533	0.702	0.439	0	11	SGCB
0	0.4554739	0.661	0.358	0	11	LONP1
0	0.455212466	0.857	0.708	0	11	GDI2
0	0.455081384	0.829	0.623	0	11	SERINC3
0	0.454749113	0.958	0.936	0	11	NDUFS5
0	0.454204561	0.404	0.031	0	11	SLC49A3
0	0.454019705	0.793	0.61	0	11	PA2G4
0	0.453701226	0.996	0.994	0	11	RPS3A
0	0.453477386	0.589	0.313	0	11	CREG1
0	0.452318892	0.621	0.28	0	11	TNIP1
0	0.452069081	0.719	0.483	0	11	GCSH
0	0.451782324	0.534	0.238	0	11	TNS3
0	0.451362092	0.438	0.06	0	11	LY96
0	0.450771933	0.481	0.091	0	11	TPBG
0	0.449897485	0.995	0.99	0	11	RPS28
0	0.449893093	0.95	0.9	0	11	DBI
0	0.449305018	0.8	0.575	0	11	ERGIC3
0	0.448649956	0.933	0.879	0	11	ATP5F1B
0	0.448121812	0.817	0.616	0	11	FAM50A
0	0.448007304	0.798	0.589	0	11	PSMD4
0	0.4475299	0.764	0.525	0	11	PPP4C
0	0.447165628	0.683	0.392	0	11	GRINA
0	0.446309865	0.81	0.639	0	11	ILF2
0	0.445898771	0.577	0.256	0	11	ISG15
0	0.445771745	0.845	0.69	0	11	BUD31
0	0.445616057	0.703	0.433	0	11	FNDC3B
2.62E-308	0.445571549	0.693	0.6	7.26E-304	11	SCD
0	0.445275287	0.55	0.141	0	11	BNIP2
0	0.445251331	0.814	0.633	0	11	BAX
0	0.445241987	0.842	0.675	0	11	UBE2V1
0	0.444804097	0.836	0.647	0	11	EIF3M
0	0.444457709	0.777	0.544	0	11	TNFRSF1A
0	0.442972486	0.514	0.166	0	11	C11orf24
0	0.442858294	0.749	0.535	0	11	HDDC2
0	0.44280961	0.981	0.968	0	11	RPS29
0	0.442719604	0.556	0.282	0	11	SRD5A3
0	0.442452846	0.881	0.738	0	11	MAP1B
0	0.441901405	0.597	0.272	0	11	CTBP2
0	0.441715618	0.694	0.434	0	11	YIPF5
0	0.441693723	0.91	0.808	0	11	SRSF9
0	0.440910982	0.649	0.344	0	11	TANK
0	0.440335776	0.945	0.876	0	11	ARF1
0	0.439578153	0.996	0.993	0	11	RPL5
0	0.438432103	0.559	0.308	0	11	LMCD1
0	0.43841255	0.81	0.624	0	11	COMT
0	0.438118521	0.828	0.672	0	11	SRSF7
0	0.438084817	0.517	0.125	0	11	ANO6
0	0.436585542	0.388	0.021	0	11	ADGRA2
0	0.436198263	0.558	0.227	0	11	MPRIP
0	0.435420705	0.364	0.152	0	11	FBXO32
0	0.434579913	0.614	0.303	0	11	UBE2E1
2.18E-269	0.434264515	0.801	0.709	6.05E-265	11	SDF2L1
0	0.434080522	0.383	0.017	0	11	TRPV2
0	0.433940437	0.537	0.2	0	11	P3H4
0	0.433242619	0.756	0.555	0	11	MRPL36
0	0.4324755	0.386	0.014	0	11	MSX1
0	0.431882678	0.409	0.08	0	11	SLC2A3
0	0.431844434	0.851	0.689	0	11	PDAP1
0	0.431828246	0.821	0.642	0	11	HNRNPM
0	0.431636581	0.739	0.505	0	11	TARS
0	0.431313564	0.493	0.22	0	11	BAG2
0	0.431167672	0.955	0.933	0	11	HMGB1
0	0.429948118	0.613	0.31	0	11	UTP11
0	0.429879041	0.567	0.26	0	11	G6PD
0	0.429854132	0.332	0.018	0	11	LINC01060
0	0.429438464	0.949	0.902	0	11	RPS10
0	0.429136669	0.382	0.021	0	11	ADAMTS4
0	0.428849586	0.492	0.081	0	11	BICC1
0	0.428384837	0.819	0.666	0	11	LGALS3BP
0	0.427806352	0.906	0.812	0	11	VDAC1
0	0.427376647	0.969	0.937	0	11	ELOB
6.90E-263	0.427108312	0.774	0.698	1.91E-258	11	FAM162A
0	0.426924052	0.279	0.003	0	11	PDGFRA
0	0.426118578	0.519	0.161	0	11	ZYX
0	0.425652111	0.701	0.497	0	11	CCDC85B
0	0.425218104	0.764	0.517	0	11	CDC37
0	0.424446918	0.626	0.306	0	11	NR1H2
0	0.424231028	0.41	0.079	0	11	METRNL
0	0.424191311	0.76	0.548	0	11	COPA
0	0.423814436	0.52	0.195	0	11	CEP170
0	0.423677098	0.808	0.619	0	11	NDUFS2
0	0.423613432	0.813	0.63	0	11	MRPL27
0	0.423589217	0.539	0.187	0	11	PTPN12
0	0.423295315	0.721	0.521	0	11	DDX21
0	0.421769111	0.48	0.092	0	11	MAP3K20
0	0.421355624	0.57	0.264	0	11	VCL
0	0.42127359	0.476	0.19	0	11	ACSL4
1.20E-246	0.421261501	0.965	0.937	3.33E-242	11	RPL31
0	0.421043672	0.583	0.259	0	11	BCKDK
0	0.420920345	0.344	0.009	0	11	LZTS1
0	0.420771176	0.339	0.003	0	11	LINC01050
0	0.420426972	0.639	0.404	0	11	CDK2AP2
0	0.420285161	0.933	0.876	0	11	MICOS10
0	0.42006662	0.841	0.661	0	11	FUS
0	0.419945293	0.347	0.007	0	11	ZNF469
0	0.419294948	0.775	0.6	0	11	TOP1
0	0.418440481	0.615	0.284	0	11	DDAH2
0	0.418282824	0.344	0.009	0	11	DACT1
0	0.418233726	0.51	0.154	0	11	UBE2E2
0	0.418051595	0.475	0.178	0	11	AIFM2
0	0.417900777	0.614	0.304	0	11	NRBF2
0	0.417476021	0.637	0.361	0	11	NIFK
0	0.416918128	0.713	0.456	0	11	CTTN
0	0.416843509	0.529	0.218	0	11	FKBP9
0	0.416471173	0.449	0.112	0	11	SSH1
0	0.415943277	0.319	0.005	0	11	ITGA11
0	0.41533825	0.513	0.224	0	11	KLF13
0	0.414966066	0.905	0.818	0	11	ERH
0	0.41445953	0.526	0.209	0	11	XPOT
0	0.414348901	0.98	0.972	0	11	SRP14
0	0.414324804	0.808	0.592	0	11	SDF4
0	0.414217857	0.688	0.414	0	11	PABPC4
0	0.414105963	0.834	0.664	0	11	CYB5R3
0	0.413429468	0.554	0.224	0	11	SLC39A13
0	0.413382384	0.908	0.833	0	11	NDUFB10
0	0.413008375	0.716	0.455	0	11	RALY
0	0.412490683	0.442	0.099	0	11	DSE
0	0.412360576	0.756	0.526	0	11	DDX39B
0	0.412238157	0.605	0.291	0	11	SLC52A2
0	0.412012451	0.952	0.93	0	11	CSTB
0	0.411560893	0.556	0.201	0	11	SH3GL1
0	0.41119558	0.7	0.418	0	11	WDR1
0	0.411050955	0.173	0.083	0	11	CRABP2
0	0.411044124	0.224	0.008	0	11	PAPPA
0	0.410855179	0.359	0.032	0	11	LIPG
0	0.41027154	0.591	0.258	0	11	BLOC1S4
0	0.409942188	0.843	0.689	0	11	EIF3D
0	0.409752694	0.978	0.957	0	11	SNHG29
0	0.409054327	0.292	0.023	0	11	EGR2
0	0.40903139	0.357	0.011	0	11	ZCCHC24
0	0.408585758	0.622	0.306	0	11	HMG20B
0	0.408458565	0.995	0.992	0	11	RPS6
0	0.40823549	0.77	0.629	0	11	DNAJC3
0	0.407643968	0.643	0.443	0	11	PHC2
0	0.407600433	0.605	0.332	0	11	TOMM40
0	0.407597313	0.625	0.322	0	11	AGTRAP
0	0.407132441	0.815	0.63	0	11	MRPL14
0	0.406920866	0.405	0.054	0	11	TSKU
0	0.406570698	0.977	0.973	0	11	ACTG1
0	0.406343136	0.961	0.915	0	11	MYL12B
0	0.40625909	0.852	0.67	0	11	BZW1
0	0.405335525	0.362	0.053	0	11	BHMT2
0	0.405325252	0.907	0.838	0	11	PSMB5
3.99E-238	0.405290601	0.291	0.11	1.11E-233	11	AKR1C1
0	0.404927479	0.464	0.162	0	11	STARD4
0	0.404791935	0.714	0.301	0	11	CYBA
0	0.404332664	0.964	0.95	0	11	ATP6V0E1
0	0.403405581	0.569	0.26	0	11	LAP3
0	0.403021724	0.996	0.995	0	11	RPL17
0	0.402987816	0.66	0.436	0	11	SRPRB
0	0.402729397	0.487	0.204	0	11	ABL2
0	0.402716462	0.992	0.99	0	11	FAU
0	0.402632195	0.55	0.347	0	11	MRPS6
0	0.402191564	0.869	0.731	0	11	RPS19BP1
2.09E-150	0.402170371	0.706	0.602	5.80E-146	11	PRSS23
0	0.402057005	0.512	0.138	0	11	ACOT9
0	0.402048508	0.552	0.236	0	11	ST6GALNAC6
0	0.401997763	0.652	0.379	0	11	NAGK
0	0.401793606	0.919	0.829	0	11	TRIR
0	0.401631021	0.463	0.187	0	11	ZNF503
0	0.401610825	0.48	0.149	0	11	FBLIM1
0	0.401587881	0.72	0.481	0	11	GNAI3
0	0.401069317	0.368	0.027	0	11	FRMD6
0	0.400766241	0.396	0.141	0	11	AK4
0	0.400705583	0.388	0.079	0	11	ARSG
0	0.400303826	0.996	0.995	0	11	RPS4X
0	0.400271417	0.939	0.894	0	11	EIF3K
0	0.400088554	0.879	0.731	0	11	UBXN1
0	0.400034989	0.272	0.006	0	11	PIEZO2
0	0.400019471	0.696	0.614	0	11	MAP2K2
0	0.399889837	0.735	0.469	0	11	SRSF4
0	0.399724236	0.642	0.341	0	11	CTDSP2
0	0.398830433	0.429	0.127	0	11	PROCR
0	0.398653396	0.444	0.068	0	11	TEAD2
0	0.398262109	0.381	0.073	0	11	ARHGEF17
0	0.398225571	0.626	0.386	0	11	DNPEP
0	0.397820836	0.418	0.077	0	11	MYO9B
0	0.397803932	0.273	0.029	0	11	FRZB
0	0.397602589	0.624	0.356	0	11	MED8
0	0.397495432	0.95	0.914	0	11	PSMB1
0	0.397121297	0.714	0.486	0	11	SNX6
0	0.396455019	0.457	0.15	0	11	SRGAP1
0	0.396218208	0.157	0.07	0	11	GREM1
0	0.395948065	0.392	0.059	0	11	GLIPR2
0	0.395915502	0.924	0.881	0	11	VKORC1
0	0.395828921	0.291	0.01	0	11	SPOCD1
0	0.395701915	0.719	0.484	0	11	DDX18
0	0.39537138	0.183	0.006	0	11	FABP3
0	0.395053711	0.679	0.466	0	11	MAZ
0	0.394925788	0.813	0.682	0	11	CCT6A
0	0.394769243	0.888	0.776	0	11	CNBP
0	0.394675774	0.779	0.585	0	11	RSL1D1
0	0.394425161	0.413	0.208	0	11	SOCS2
0	0.394352151	0.556	0.233	0	11	DAPK3
0	0.39388093	0.772	0.562	0	11	ARPC4
0	0.393624831	0.426	0.056	0	11	ELK3
0	0.393401359	0.606	0.312	0	11	ITPA
0	0.39186025	0.59	0.292	0	11	SCYL1
0	0.391813616	0.875	0.767	0	11	PSMA6
0	0.391742931	0.845	0.722	0	11	ELOC
0	0.39122112	0.403	0.065	0	11	FAM126A
0	0.391012347	0.243	0.003	0	11	OLFML2B
0	0.390812328	0.899	0.811	0	11	SSBP1
0	0.390746165	0.558	0.174	0	11	RBPMS
0	0.389511685	0.856	0.722	0	11	TMEM14C
0	0.38920162	0.988	0.977	0	11	RPL22
0	0.389041917	0.373	0.07	0	11	GLIPR1
0	0.38884689	0.686	0.462	0	11	DERL2
0	0.38812798	0.895	0.786	0	11	LMAN2
0	0.388051432	0.653	0.399	0	11	BOD1
0	0.387993874	0.845	0.718	0	11	MRPS24
0	0.387866409	0.946	0.889	0	11	EIF3E
0	0.387748466	0.896	0.812	0	11	SNRPD2
0	0.387734131	0.968	0.926	0	11	EDF1
0	0.386833747	0.341	0.021	0	11	PRICKLE1
0	0.386455028	0.214	0.004	0	11	PDPN
0	0.386364088	0.749	0.541	0	11	ARL5A
0	0.386088238	0.864	0.723	0	11	SRI
0	0.385367134	0.696	0.436	0	11	SYNCRIP
0	0.385335458	0.744	0.539	0	11	IAH1
0	0.385222128	0.817	0.67	0	11	CYC1
0	0.384834713	0.729	0.51	0	11	CNIH1
0	0.384684241	0.808	0.638	0	11	EIF4H
0	0.384577484	0.956	0.915	0	11	HNRNPA2B1
0	0.38447986	0.689	0.449	0	11	XRN2
0	0.384357358	0.822	0.676	0	11	TIMM8B
0	0.383697588	0.409	0.07	0	11	AMOTL1
0	0.383075776	0.997	0.996	0	11	RPL7A
0	0.382689673	0.693	0.46	0	11	RTL8C
0	0.382450859	0.391	0.045	0	11	TMEM47
0	0.382247797	0.838	0.715	0	11	SSB
0	0.382235616	0.322	0.01	0	11	XAF1
0	0.381583901	0.913	0.809	0	11	PCBP1
0	0.381369248	0.41	0.079	0	11	LAMB2
0	0.381271121	0.602	0.305	0	11	STX4
0	0.381206258	0.946	0.896	0	11	RHOA
0	0.381074477	0.837	0.686	0	11	DYNC1H1
0	0.380984405	0.738	0.542	0	11	PSMD13
0	0.380909188	0.238	0.005	0	11	CSTA
0	0.380861392	0.443	0.114	0	11	CNPY4
0	0.380530071	0.242	0.008	0	11	CLMP
0	0.380405968	0.586	0.352	0	11	MXD4
0	0.380218132	0.339	0.086	0	11	NDRG2
0	0.379958076	0.327	0.013	0	11	EBF1
0	0.379691412	0.616	0.339	0	11	DCUN1D5
0	0.379144616	0.597	0.307	0	11	MAP7D1
0	0.378688887	0.458	0.148	0	11	SMG6
0	0.3786072	0.383	0.051	0	11	TRAM2
0	0.378477465	0.865	0.779	0	11	MRPL41
0	0.377846985	0.662	0.421	0	11	KDM5B
0	0.377425092	0.886	0.784	0	11	TUBB4B
0	0.377150543	0.429	0.125	0	11	EIF4EBP3
