Gene	Ensembl	Symbol	BioType	gene_short_name	num_cells_expressed	pval	qval	CorrCoef	CorrP	CorrFDR	Significance
ENSG00000229676:ZNF492	ENSG00000229676	ZNF492	protein_coding	ZNF492	23	0.369900724440077	0.995953574105934	-0.346350262643019	0.0830420627700809	0.791161132932692	Non-significant
ENSG00000138152:BTBD16	ENSG00000138152	BTBD16	protein_coding	BTBD16	24	0.0351119455721396	0.593192803183418	0.346344468558352	0.0830475588554904	0.791161132932692	Non-significant
ENSG00000227345:PARG	ENSG00000227345	PARG	protein_coding	PARG	26	0.329762615880692	0.995953574105934	0.346278312141255	0.0831103322887852	0.791161132932692	Non-significant
ENSG00000082641:NFE2L1	ENSG00000082641	NFE2L1	protein_coding	NFE2L1	26	0.353193111250767	0.995953574105934	0.346276269039707	0.0831122714863319	0.791161132932692	Non-significant
ENSG00000228623:ZNF883	ENSG00000228623	ZNF883	lincRNA	ZNF883	26	0.0590959006280127	0.761720780487452	0.346269408755292	0.0831187831349408	0.791161132932692	Non-significant
ENSG00000198585:NUDT16	ENSG00000198585	NUDT16	protein_coding	NUDT16	26	0.325359845359826	0.995953574105934	0.346212767065366	0.0831725611033246	0.791161132932692	Non-significant
ENSG00000175582:RAB6A	ENSG00000175582	RAB6A	protein_coding	RAB6A	26	0.552495489510579	0.995953574105934	0.3461882514533	0.0831958454170363	0.791161132932692	Non-significant
ENSG00000156218:ADAMTSL3	ENSG00000156218	ADAMTSL3	protein_coding	ADAMTSL3	25	0.28230920756104	0.995953574105934	0.34613664156223	0.0832448793448175	0.791161132932692	Non-significant
ENSG00000148498:PARD3	ENSG00000148498	PARD3	protein_coding	PARD3	26	0.273474860033921	0.995953574105934	0.346133151547773	0.0832481959554085	0.791161132932692	Non-significant
ENSG00000112530:PACRG	ENSG00000112530	PACRG	protein_coding	PACRG	26	0.142344882271557	0.995953574105934	0.34612173598397	0.083259045028247	0.791161132932692	Non-significant
ENSG00000170312:CDK1	ENSG00000170312	CDK1	protein_coding	CDK1	25	0.108354991884466	0.934051554435616	0.346116467245374	0.0832640526700218	0.791161132932692	Non-significant
ENSG00000253394:LINC00534	ENSG00000253394	LINC00534	lincRNA	LINC00534	26	0.137853926906304	0.987889024722973	0.346112196231741	0.0832681121974511	0.791161132932692	Non-significant
ENSG00000229805:AC011306.1	ENSG00000229805	AC011306.1	lincRNA	AC011306.1	21	0.136106781301813	0.985962597922932	0.346104744499388	0.083275195304268	0.791161132932692	Non-significant
ENSG00000198712:MT-CO2	ENSG00000198712	MT-CO2	protein_coding	MT-CO2	26	0.120206134301133	0.956632890509823	-0.346088116012544	0.0832910028522127	0.791161132932692	Non-significant
ENSG00000219665:ZNF433-AS1	ENSG00000219665	ZNF433-AS1	lncRNA	ZNF433-AS1	26	0.0652322078092615	0.786046723500994	0.345976251246963	0.0833974040296846	0.791161132932692	Non-significant
ENSG00000273353:AL008718.3	ENSG00000273353	AL008718.3	lncRNA	AL008718.3	8	0.223133643932306	0.995953574105934	0.345928510898777	0.083442844035278	0.791161132932692	Non-significant
ENSG00000250135:AL049795.2	ENSG00000250135	AL049795.2	lncRNA	AL049795.2	22	0.157715632097494	0.995953574105934	0.345925154602461	0.0834460393159497	0.791161132932692	Non-significant
ENSG00000119673:ACOT2	ENSG00000119673	ACOT2	protein_coding	ACOT2	26	0.0113281606449606	0.301879245150694	0.345835412806073	0.0835315102068694	0.791161132932692	Non-significant
ENSG00000236107:SCN1A-AS1	ENSG00000236107	SCN1A-AS1	lncRNA	SCN1A-AS1	26	0.0619828085615753	0.775993872517101	0.345830294654143	0.0835363867791521	0.791161132932692	Non-significant
ENSG00000113407:TARS	ENSG00000113407	TARS	protein_coding	TARS	26	0.225566156253613	0.995953574105934	-0.345817852414027	0.0835482426380889	0.791161132932692	Non-significant
ENSG00000241449:AC092666.1	ENSG00000241449	AC092666.1	lncRNA	AC092666.1	26	0.0548334102597091	0.737176154512449	-0.345749035840544	0.083613839031837	0.791161132932692	Non-significant
ENSG00000021762:OSBPL5	ENSG00000021762	OSBPL5	protein_coding	OSBPL5	26	0.10175744074406	0.917219631054418	0.345657963505167	0.0837007097354221	0.791161132932692	Non-significant
ENSG00000232941:AC090186.1	ENSG00000232941	AC090186.1	protein_coding	AC090186.1	22	0.1696937610899	0.995953574105934	-0.345649655627272	0.083708637730132	0.791161132932692	Non-significant
ENSG00000287402:AL158167.1	ENSG00000287402	AL158167.1	lncRNA	AL158167.1	25	0.199508817812188	0.995953574105934	-0.345576409889263	0.0837785588762615	0.791161132932692	Non-significant
ENSG00000108828:VAT1	ENSG00000108828	VAT1	protein_coding	VAT1	26	0.256068298379594	0.995953574105934	0.345568856083255	0.0837857723340421	0.791161132932692	Non-significant
ENSG00000093010:COMT	ENSG00000093010	COMT	protein_coding	COMT	26	0.0426572946647374	0.657478242025552	-0.345473074733343	0.083877278917095	0.791161132932692	Non-significant
ENSG00000198342:ZNF442	ENSG00000198342	ZNF442	protein_coding	ZNF442	26	0.221934220875806	0.995953574105934	-0.34545789678276	0.0838917864136119	0.791161132932692	Non-significant
ENSG00000258725:PRC1-AS1	ENSG00000258725	PRC1-AS1	antisense	PRC1-AS1	22	0.369765359700964	0.995953574105934	0.345434867681301	0.0839138018821429	0.791161132932692	Non-significant
ENSG00000259935:AC009754.1	ENSG00000259935	AC009754.1	lncRNA	AC009754.1	25	0.363812608734786	0.995953574105934	0.345429231560639	0.0839191905936734	0.791161132932692	Non-significant
ENSG00000103642:LACTB	ENSG00000103642	LACTB	protein_coding	LACTB	26	0.328449720337578	0.995953574105934	0.345402834746822	0.0839444321532381	0.791161132932692	Non-significant
ENSG00000178700:DHFR2	ENSG00000178700	DHFR2	protein_coding	DHFR2	26	0.380837021901315	0.995953574105934	0.345398483692551	0.0839485933359495	0.791161132932692	Non-significant
ENSG00000253475:AC103769.1	ENSG00000253475	AC103769.1	lncRNA	AC103769.1	26	0.0614701927694913	0.772505505761671	-0.345386500803786	0.0839600541222732	0.791161132932692	Non-significant
ENSG00000155034:FBXL18	ENSG00000155034	FBXL18	protein_coding	FBXL18	26	0.179177011912144	0.995953574105934	0.345377358355242	0.0839687990251509	0.791161132932692	Non-significant
ENSG00000111271:ACAD10	ENSG00000111271	ACAD10	protein_coding	ACAD10	26	0.28326814252871	0.995953574105934	0.345372140885177	0.0839737899305047	0.791161132932692	Non-significant
ENSG00000197217:ENTPD4	ENSG00000197217	ENTPD4	protein_coding	ENTPD4	26	0.199418020111166	0.995953574105934	0.345270872797969	0.0840707050317622	0.79174619647567	Non-significant
ENSG00000122694:GLIPR2	ENSG00000122694	GLIPR2	protein_coding	GLIPR2	26	0.0108096346759158	0.296512471373817	0.345235679516222	0.0841044053631504	0.79174619647567	Non-significant
ENSG00000101417:PXMP4	ENSG00000101417	PXMP4	protein_coding	PXMP4	26	0.519410418992727	0.995953574105934	0.345160729324656	0.0841762101481005	0.791777281190167	Non-significant
ENSG00000204947:ZNF425	ENSG00000204947	ZNF425	protein_coding	ZNF425	26	0.196691514922982	0.995953574105934	0.345134540008487	0.0842013113275248	0.791777281190167	Non-significant
ENSG00000287356:AL590822.3	ENSG00000287356	AL590822.3	lncRNA	AL590822.3	23	0.451086100874079	0.995953574105934	-0.345124968401996	0.0842104866585362	0.791777281190167	Non-significant
ENSG00000164190:NIPBL	ENSG00000164190	NIPBL	protein_coding	NIPBL	26	0.503053378001722	0.995953574105934	0.345028037338209	0.0843034473220359	0.792241142295574	Non-significant
ENSG00000234509:AP000253.1	ENSG00000234509	AP000253.1	lincRNA	AP000253.1	26	0.224790047184056	0.995953574105934	0.345002052639846	0.0843283808596388	0.792241142295574	Non-significant
ENSG00000100321:SYNGR1	ENSG00000100321	SYNGR1	protein_coding	SYNGR1	26	0.0359164109387447	0.600625306226721	-0.344885179440634	0.0844405952114147	0.792973017444537	Non-significant
ENSG00000250254:PTTG2	ENSG00000250254	PTTG2	protein_coding	PTTG2	7	0.0436734066146338	0.664911792009751	0.344710410371677	0.0846086084137035	0.794005221421119	Non-significant
ENSG00000169016:E2F6	ENSG00000169016	E2F6	protein_coding	E2F6	26	0.462813312355633	0.995953574105934	0.344697613890103	0.0846209201688347	0.794005221421119	Non-significant
ENSG00000112763:BTN2A1	ENSG00000112763	BTN2A1	protein_coding	BTN2A1	26	0.297544179022234	0.995953574105934	-0.344663676013526	0.0846535790567971	0.794005221421119	Non-significant
ENSG00000268941:LINC01711	ENSG00000268941	LINC01711	lncRNA	LINC01711	26	0.029768699960648	0.542146906848334	-0.344613671794437	0.0847017161898867	0.794134427125546	Non-significant
ENSG00000122870:BICC1	ENSG00000122870	BICC1	protein_coding	BICC1	24	0.00751697346608312	0.242293966212897	-0.344503939686572	0.0848074236646246	0.794319318982471	Non-significant
ENSG00000269190:FBXO17	ENSG00000269190	FBXO17	protein_coding	FBXO17	26	0.000188894341509999	0.0158171635023101	-0.344455483882266	0.0848541340223731	0.794319318982471	Non-significant
ENSG00000101608:MYL12A	ENSG00000101608	MYL12A	protein_coding	MYL12A	26	0.113143745996928	0.943994625897109	0.344435870623336	0.0848730463176765	0.794319318982471	Non-significant
ENSG00000124882:EREG	ENSG00000124882	EREG	protein_coding	EREG	19	0.211884798326243	0.995953574105934	0.344412486421353	0.0848955989534316	0.794319318982471	Non-significant
ENSG00000177888:ZBTB41	ENSG00000177888	ZBTB41	protein_coding	ZBTB41	26	0.395482224430057	0.995953574105934	0.344330247476553	0.0849749494137417	0.794319318982471	Non-significant
ENSG00000250608:AC010210.1	ENSG00000250608	AC010210.1	lncRNA	AC010210.1	26	0.327756418121259	0.995953574105934	0.344266592321037	0.0850364073222535	0.794319318982471	Non-significant
ENSG00000147905:ZCCHC7	ENSG00000147905	ZCCHC7	protein_coding	ZCCHC7	26	0.385924628695849	0.995953574105934	0.344264110718587	0.0850388039456935	0.794319318982471	Non-significant
ENSG00000137767:SQOR	ENSG00000137767	SQOR	protein_coding	SQOR	26	0.0110294144187271	0.300585379291097	0.344259938397268	0.0850428335068808	0.794319318982471	Non-significant
ENSG00000259915:AC017071.1	ENSG00000259915	AC017071.1	lncRNA	AC017071.1	26	0.107519219823917	0.931228898611349	0.344236846590447	0.0850651378167732	0.794319318982471	Non-significant
ENSG00000257949:TEN1	ENSG00000257949	TEN1	protein_coding	TEN1	26	0.207990274034048	0.995953574105934	-0.344142412009443	0.0851563979667654	0.794319318982471	Non-significant
ENSG00000170779:CDCA4	ENSG00000170779	CDCA4	protein_coding	CDCA4	26	0.276726966994043	0.995953574105934	0.344139484972622	0.0851592277937684	0.794319318982471	Non-significant
ENSG00000122912:SLC25A16	ENSG00000122912	SLC25A16	protein_coding	SLC25A16	26	0.379259267732608	0.995953574105934	0.344091244408313	0.0852058764889395	0.794319318982471	Non-significant
ENSG00000165501:LRR1	ENSG00000165501	LRR1	protein_coding	LRR1	26	0.1496379141785	0.995953574105934	0.344087721879212	0.0852092835367562	0.794319318982471	Non-significant
ENSG00000143951:WDPCP	ENSG00000143951	WDPCP	protein_coding	WDPCP	26	0.411720531830603	0.995953574105934	0.344037813362999	0.0852575669451162	0.794319318982471	Non-significant
ENSG00000198466:ZNF587	ENSG00000198466	ZNF587	protein_coding	ZNF587	26	0.193012911834834	0.995953574105934	0.344034485353639	0.0852607873245633	0.794319318982471	Non-significant
ENSG00000065485:PDIA5	ENSG00000065485	PDIA5	protein_coding	PDIA5	26	0.110152829386343	0.93797027590861	0.344021794921188	0.0852730681848355	0.794319318982471	Non-significant
ENSG00000248015:AC005329.1	ENSG00000248015	AC005329.1	lncRNA	AC005329.1	25	0.256913045751968	0.995953574105934	-0.343988058426831	0.085305722370927	0.794319318982471	Non-significant
ENSG00000186105:LRRC70	ENSG00000186105	LRRC70	protein_coding	LRRC70	5	0.193387330374841	0.995953574105934	-0.343940836403307	0.0853514453373547	0.794424991216917	Non-significant
ENSG00000171444:MCC	ENSG00000171444	MCC	protein_coding	MCC	26	0.296723124749542	0.995953574105934	0.343859860180678	0.0854298941215899	0.794518190282584	Non-significant
ENSG00000105705:SUGP1	ENSG00000105705	SUGP1	protein_coding	SUGP1	26	0.214941324690689	0.995953574105934	-0.343859528901794	0.0854302151725248	0.794518190282584	Non-significant
ENSG00000113721:PDGFRB	ENSG00000113721	PDGFRB	protein_coding	PDGFRB	15	0.456493558844077	0.995953574105934	-0.343758398043915	0.0855282663666196	0.79508727963749	Non-significant
ENSG00000253389:AC113133.1	ENSG00000253389	AC113133.1	lncRNA	AC113133.1	23	2.25706346748761e-05	0.00298074250269179	-0.343706269050275	0.0855788411413192	0.79508727963749	Non-significant
ENSG00000196409:ZNF658	ENSG00000196409	ZNF658	protein_coding	ZNF658	26	0.510871767276917	0.995953574105934	0.343690015009974	0.0855946151935475	0.79508727963749	Non-significant
ENSG00000143469:SYT14	ENSG00000143469	SYT14	protein_coding	SYT14	26	0.286941699989058	0.995953574105934	0.343582639757944	0.0856988748530172	0.795640914198315	Non-significant
ENSG00000253730:AC015909.2	ENSG00000253730	AC015909.2	lncRNA	AC015909.2	26	0.288760332104976	0.995953574105934	0.343546711523634	0.085733782026836	0.795640914198315	Non-significant
ENSG00000083828:ZNF586	ENSG00000083828	ZNF586	protein_coding	ZNF586	26	0.180549987114642	0.995953574105934	0.343522308996344	0.0857574971774481	0.795640914198315	Non-significant
ENSG00000265485:LINC01915	ENSG00000265485	LINC01915	lncRNA	LINC01915	26	0.00372949058559541	0.150949661862864	0.343411397204604	0.0858653472803924	0.795813761316854	Non-significant
ENSG00000215644:GCGR	ENSG00000215644	GCGR	protein_coding	GCGR	26	0.062238011548455	0.777712184217081	-0.343386287000366	0.0858897785528084	0.795813761316854	Non-significant
ENSG00000121101:TEX14	ENSG00000121101	TEX14	protein_coding	TEX14	25	0.161648670487347	0.995953574105934	0.343317315209818	0.0859569125188596	0.795813761316854	Non-significant
ENSG00000160131:VMA21	ENSG00000160131	VMA21	protein_coding	VMA21	26	0.452342959452668	0.995953574105934	0.343312215035725	0.0859618783680691	0.795813761316854	Non-significant
ENSG00000162630:B3GALT2	ENSG00000162630	B3GALT2	protein_coding	B3GALT2	26	0.0326702635870123	0.573304830493121	-0.34328966549874	0.085983836609823	0.795813761316854	Non-significant
ENSG00000111540:RAB5B	ENSG00000111540	RAB5B	protein_coding	RAB5B	26	0.390943143724536	0.995953574105934	0.343163846090572	0.0861064346094178	0.795813761316854	Non-significant
ENSG00000135503:ACVR1B	ENSG00000135503	ACVR1B	protein_coding	ACVR1B	26	0.0666802018299367	0.79478322418412	-0.343144410258161	0.0861253845922003	0.795813761316854	Non-significant
ENSG00000259869:AL022344.1	ENSG00000259869	AL022344.1	lncRNA	AL022344.1	25	0.00587664244839786	0.204351596716809	-0.343137814767531	0.0861318159274672	0.795813761316854	Non-significant
ENSG00000170935:NCBP2L	ENSG00000170935	NCBP2L	protein_coding	NCBP2L	26	0.0186930896436089	0.417225633131558	0.343130366000588	0.0861390797382597	0.795813761316854	Non-significant
ENSG00000158864:NDUFS2	ENSG00000158864	NDUFS2	protein_coding	NDUFS2	26	0.340890032259146	0.995953574105934	-0.343127882163561	0.0861415020034512	0.795813761316854	Non-significant
ENSG00000175029:CTBP2	ENSG00000175029	CTBP2	protein_coding	CTBP2	26	0.286004085618842	0.995953574105934	0.343114138481147	0.0861549059242252	0.795813761316854	Non-significant
ENSG00000111269:CREBL2	ENSG00000111269	CREBL2	protein_coding	CREBL2	26	0.499263993816551	0.995953574105934	0.343053102534492	0.0862144520283616	0.795861517382387	Non-significant
ENSG00000230068:CDC42-IT1	ENSG00000230068	CDC42-IT1	sense_intronic	CDC42-IT1	26	0.0334883972513026	0.578870866772517	0.343028069810999	0.0862388827131576	0.795861517382387	Non-significant
ENSG00000167136:ENDOG	ENSG00000167136	ENDOG	protein_coding	ENDOG	26	0.446242551371788	0.995953574105934	0.342990923232478	0.0862751455552918	0.795861517382387	Non-significant
ENSG00000084764:MAPRE3	ENSG00000084764	MAPRE3	protein_coding	MAPRE3	26	0.330537774484157	0.995953574105934	-0.34296770022604	0.0862978219272321	0.795861517382387	Non-significant
ENSG00000136888:ATP6V1G1	ENSG00000136888	ATP6V1G1	protein_coding	ATP6V1G1	26	0.228088203644362	0.995953574105934	0.34291552549411	0.0863487849707324	0.796013868950378	Non-significant
ENSG00000144161:ZC3H8	ENSG00000144161	ZC3H8	protein_coding	ZC3H8	26	0.47637570644517	0.995953574105934	0.342699353924624	0.0865601785767196	0.79641971628542	Non-significant
ENSG00000235099:AL138731.1	ENSG00000235099	AL138731.1	lncRNA	AL138731.1	15	0.128679746933719	0.976742710702614	0.342595054538348	0.0866623123876963	0.79641971628542	Non-significant
ENSG00000263155:MYZAP	ENSG00000263155	MYZAP	protein_coding	MYZAP	17	0.272590103173343	0.995953574105934	-0.342580703102308	0.0866763729655263	0.79641971628542	Non-significant
ENSG00000198824:CHAMP1	ENSG00000198824	CHAMP1	protein_coding	CHAMP1	26	0.0674431663265197	0.799322572806254	0.342562249308221	0.0866944552920214	0.79641971628542	Non-significant
ENSG00000061938:TNK2	ENSG00000061938	TNK2	protein_coding	TNK2	26	0.138348485372304	0.989285843267116	0.342530904935397	0.0867251752452125	0.79641971628542	Non-significant
ENSG00000090615:GOLGA3	ENSG00000090615	GOLGA3	protein_coding	GOLGA3	26	0.208530953864209	0.995953574105934	0.342506407133181	0.0867491907441182	0.79641971628542	Non-significant
ENSG00000144199:FAHD2B	ENSG00000144199	FAHD2B	protein_coding	FAHD2B	26	0.13385841452768	0.981385906434358	0.342498265423704	0.0867571732747661	0.79641971628542	Non-significant
ENSG00000154822:PLCL2	ENSG00000154822	PLCL2	protein_coding	PLCL2	26	0.459485244947919	0.995953574105934	0.342421398521337	0.0868325646981437	0.79641971628542	Non-significant
ENSG00000233695:GAS6-AS1	ENSG00000233695	GAS6-AS1	antisense	GAS6-AS1	18	0.174967038139741	0.995953574105934	0.342412429001921	0.0868413652682548	0.79641971628542	Non-significant
ENSG00000010704:HFE	ENSG00000010704	HFE	protein_coding	HFE	26	0.0898975541750467	0.888237137913799	0.342344225453164	0.0869083061773991	0.79641971628542	Non-significant
ENSG00000222040:ADRA2B	ENSG00000222040	ADRA2B	protein_coding	ADRA2B	7	0.631007686727129	0.995953574105934	-0.342332565115362	0.0869197545491911	0.79641971628542	Non-significant
ENSG00000119844:AFTPH	ENSG00000119844	AFTPH	protein_coding	AFTPH	26	0.476169384257066	0.995953574105934	0.342293876452144	0.0869577480740451	0.79641971628542	Non-significant
ENSG00000143515:ATP8B2	ENSG00000143515	ATP8B2	protein_coding	ATP8B2	26	0.236037024389844	0.995953574105934	0.342273171417698	0.0869780862421495	0.79641971628542	Non-significant
ENSG00000231062:AC103563.9	ENSG00000231062	AC103563.9	antisense	AC103563.9	20	0.336654772794719	0.995953574105934	0.342257055086278	0.0869939194991767	0.79641971628542	Non-significant
ENSG00000134759:ELP2	ENSG00000134759	ELP2	protein_coding	ELP2	26	0.51851282111587	0.995953574105934	0.342244711453379	0.087006047794877	0.79641971628542	Non-significant
ENSG00000160209:PDXK	ENSG00000160209	PDXK	protein_coding	PDXK	26	0.182384816024111	0.995953574105934	0.342224054275728	0.0870263474602118	0.79641971628542	Non-significant
ENSG00000109519:GRPEL1	ENSG00000109519	GRPEL1	protein_coding	GRPEL1	26	0.254648135660417	0.995953574105934	0.342217721316583	0.0870325715315187	0.79641971628542	Non-significant
ENSG00000175267:VWA3A	ENSG00000175267	VWA3A	protein_coding	VWA3A	18	0.0906767499123414	0.891304690817127	0.342203240244413	0.0870468048816462	0.79641971628542	Non-significant
ENSG00000258743:LINC02301	ENSG00000258743	LINC02301	lncRNA	LINC02301	18	0.17201755198334	0.995953574105934	0.342202470089022	0.0870475619115127	0.79641971628542	Non-significant
ENSG00000263916:AC100778.2	ENSG00000263916	AC100778.2	lncRNA	AC100778.2	24	0.383807548782782	0.995953574105934	0.342135973788963	0.0871129436828979	0.7967025094798	Non-significant
ENSG00000105246:EBI3	ENSG00000105246	EBI3	protein_coding	EBI3	7	0.410186386318849	0.995953574105934	-0.342007344085157	0.0872395226851463	0.796751657813041	Non-significant
ENSG00000164048:ZNF589	ENSG00000164048	ZNF589	protein_coding	ZNF589	26	0.43823236753124	0.995953574105934	0.34199097256775	0.0872556431529541	0.796751657813041	Non-significant
ENSG00000197620:CXorf40A	ENSG00000197620	CXorf40A	protein_coding	CXorf40A	26	0.060538492765266	0.770997656045766	-0.341966617014901	0.0872796293860617	0.796751657813041	Non-significant
ENSG00000175662:TOM1L2	ENSG00000175662	TOM1L2	protein_coding	TOM1L2	26	0.160532094376471	0.995953574105934	0.341958719717091	0.0872874080004361	0.796751657813041	Non-significant
ENSG00000197934:CYYR1-AS1	ENSG00000197934	CYYR1-AS1	lncRNA	CYYR1-AS1	25	0.231249716841289	0.995953574105934	0.341932301142178	0.0873134333513965	0.796751657813041	Non-significant
ENSG00000177994:C2orf73	ENSG00000177994	C2orf73	protein_coding	C2orf73	26	0.193256270420097	0.995953574105934	0.341889676261503	0.0873554361373364	0.796751657813041	Non-significant
ENSG00000166073:GPR176	ENSG00000166073	GPR176	protein_coding	GPR176	25	0.155681324226571	0.995953574105934	0.341873994825404	0.0873708925459626	0.796751657813041	Non-significant
ENSG00000101040:ZMYND8	ENSG00000101040	ZMYND8	protein_coding	ZMYND8	26	0.296291662473087	0.995953574105934	0.341797939879022	0.087445885398124	0.796751657813041	Non-significant
ENSG00000173612:GPRC6A	ENSG00000173612	GPRC6A	protein_coding	GPRC6A	24	0.362929967428868	0.995953574105934	0.341753625151011	0.0874896036756968	0.796751657813041	Non-significant
ENSG00000170835:CEL	ENSG00000170835	CEL	protein_coding	CEL	22	0.0544682373477483	0.736149376224451	-0.341651566413726	0.0875903515089783	0.796751657813041	Non-significant
ENSG00000140945:CDH13	ENSG00000140945	CDH13	protein_coding	CDH13	20	0.283277036860951	0.995953574105934	0.34161130440534	0.0876301204433339	0.796751657813041	Non-significant
ENSG00000271474:AC106881.1	ENSG00000271474	AC106881.1	lncRNA	AC106881.1	26	0.193064738553898	0.995953574105934	0.341565800791266	0.0876750831935358	0.796751657813041	Non-significant
ENSG00000156273:BACH1	ENSG00000156273	BACH1	protein_coding	BACH1	26	0.376102470746623	0.995953574105934	0.34154806433807	0.0876926135430751	0.796751657813041	Non-significant
ENSG00000102098:SCML2	ENSG00000102098	SCML2	protein_coding	SCML2	26	0.256813150168955	0.995953574105934	0.341540813676573	0.0876997807110565	0.796751657813041	Non-significant
ENSG00000143847:PPFIA4	ENSG00000143847	PPFIA4	protein_coding	PPFIA4	26	0.00803134508105374	0.246004948749768	-0.341533991773684	0.0877065244613247	0.796751657813041	Non-significant
ENSG00000287115:AC009951.6	ENSG00000287115	AC009951.6	lncRNA	AC009951.6	9	0.0814592511069298	0.857292276762272	0.341530727775605	0.0877097512050195	0.796751657813041	Non-significant
ENSG00000157429:ZNF19	ENSG00000157429	ZNF19	protein_coding	ZNF19	26	0.441517733827157	0.995953574105934	0.341509256584895	0.0877309795624198	0.796751657813041	Non-significant
ENSG00000034677:RNF19A	ENSG00000034677	RNF19A	protein_coding	RNF19A	26	0.463653133196208	0.995953574105934	0.341462808612554	0.0877769154865053	0.796751657813041	Non-significant
ENSG00000149636:DSN1	ENSG00000149636	DSN1	protein_coding	DSN1	26	0.157916785124531	0.995953574105934	0.341424078201343	0.0878152328035563	0.796751657813041	Non-significant
ENSG00000052802:MSMO1	ENSG00000052802	MSMO1	protein_coding	MSMO1	26	0.0304664630243109	0.547613323264604	0.341418370908152	0.0878208802902209	0.796751657813041	Non-significant
ENSG00000070601:FRMPD1	ENSG00000070601	FRMPD1	protein_coding	FRMPD1	26	0.00052588422885088	0.0347248868942077	0.341373975930694	0.0878648194117428	0.796751657813041	Non-significant
ENSG00000261253:AC137932.2	ENSG00000261253	AC137932.2	lncRNA	AC137932.2	26	0.0191614475943022	0.421467334067194	-0.341344629056204	0.0878938740524388	0.796751657813041	Non-significant
ENSG00000054611:TBC1D22A	ENSG00000054611	TBC1D22A	protein_coding	TBC1D22A	26	0.186975108115681	0.995953574105934	0.341327089323275	0.0879112425867879	0.796751657813041	Non-significant
ENSG00000165868:HSPA12A	ENSG00000165868	HSPA12A	protein_coding	HSPA12A	26	0.101223196372886	0.916953982428883	0.341188679969407	0.0880483918383579	0.796929079391777	Non-significant
ENSG00000226519:LINC00390	ENSG00000226519	LINC00390	lincRNA	LINC00390	20	0.0659800732320894	0.790645652964107	-0.341184221151717	0.0880528127443568	0.796929079391777	Non-significant
ENSG00000269939:PCF11-AS1	ENSG00000269939	PCF11-AS1	lncRNA	PCF11-AS1	26	0.273076211244724	0.995953574105934	0.341132048536509	0.0881045541990179	0.796929079391777	Non-significant
ENSG00000149260:CAPN5	ENSG00000149260	CAPN5	protein_coding	CAPN5	26	0.114873538684526	0.947143186777765	0.341130116436586	0.0881064707721619	0.796929079391777	Non-significant
ENSG00000248049:UBA6-AS1	ENSG00000248049	UBA6-AS1	antisense	UBA6-AS1	26	0.25060031562564	0.995953574105934	0.341074614231405	0.0881615403789549	0.796929079391777	Non-significant
ENSG00000257239:AC090630.1	ENSG00000257239	AC090630.1	lncRNA	AC090630.1	23	0.118982789070694	0.955775017209795	0.341052724034969	0.088183267095684	0.796929079391777	Non-significant
ENSG00000173960:UBXN2A	ENSG00000173960	UBXN2A	protein_coding	UBXN2A	26	0.461526911862206	0.995953574105934	0.341036507771345	0.0881993648575366	0.796929079391777	Non-significant
ENSG00000123179:EBPL	ENSG00000123179	EBPL	protein_coding	EBPL	26	0.0334325514794567	0.578338096737817	-0.340964272467336	0.0882710992253256	0.796929079391777	Non-significant
ENSG00000169116:PARM1	ENSG00000169116	PARM1	protein_coding	PARM1	26	0.114779030012541	0.947143186777765	0.340958673012651	0.0882766616862148	0.796929079391777	Non-significant
ENSG00000258376:AC004846.1	ENSG00000258376	AC004846.1	lncRNA	AC004846.1	25	0.0231565719181328	0.470828787568491	-0.340949956589866	0.0882853210484853	0.796929079391777	Non-significant
ENSG00000175470:PPP2R2D	ENSG00000175470	PPP2R2D	protein_coding	PPP2R2D	26	0.424987896082867	0.995953574105934	0.340924989563893	0.0883101281780252	0.796929079391777	Non-significant
ENSG00000215983:AC092756.1	ENSG00000215983	AC092756.1	miRNA	AC092756.1	24	0.20135211449721	0.995953574105934	0.340866981490541	0.0883677850467926	0.79697381256643	Non-significant
ENSG00000273375:AC055764.2	ENSG00000273375	AC055764.2	lncRNA	AC055764.2	26	0.213835032604218	0.995953574105934	-0.340850618183793	0.088384054415982	0.79697381256643	Non-significant
ENSG00000177669:MBOAT4	ENSG00000177669	MBOAT4	protein_coding	MBOAT4	26	0.223166196433392	0.995953574105934	0.340801408314732	0.0884329953958204	0.797104117235884	Non-significant
ENSG00000269578:AC008764.7	ENSG00000269578	AC008764.7	lncRNA	AC008764.7	26	0.319051754844772	0.995953574105934	0.340732043250035	0.0885020161440468	0.797251111164313	Non-significant
ENSG00000198624:CCDC69	ENSG00000198624	CCDC69	protein_coding	CCDC69	24	0.12496366647016	0.967680517832646	0.34071568758794	0.0885182965361788	0.797251111164313	Non-significant
ENSG00000254682:AP002387.2	ENSG00000254682	AP002387.2	antisense	AP002387.2	26	0.0298654230107162	0.542625622013098	0.340667539318018	0.0885662363338638	0.79726120336054	Non-significant
ENSG00000157064:NMNAT2	ENSG00000157064	NMNAT2	protein_coding	NMNAT2	26	0.27402976459357	0.995953574105934	0.340607556373572	0.0886259869478421	0.79726120336054	Non-significant
ENSG00000179144:GIMAP7	ENSG00000179144	GIMAP7	protein_coding	GIMAP7	12	0.0745731275498954	0.830392589313518	0.340569913512972	0.0886634995260743	0.79726120336054	Non-significant
