p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
HOPX1	8.98162757362348e-298	0.393340460348713	0.764	0.642	2.49141367264742e-293	1	HOPX
PDE10A	9.77858560342687e-295	0.308597734103855	0.257	0.187	2.71248186053458e-290	1	PDE10A
WDR45B	1.20792253517525e-293	0.255434827072858	0.602	0.481	3.35065632032264e-289	1	WDR45B
GPX2	4.48802419565254e-292	0.416693755713118	0.574	0.438	1.24493303163206e-287	1	GPX2
ASRGL1	2.39896699538352e-291	0.240667497513323	0.369	0.258	6.65449454849436e-287	1	ASRGL1
PTPRF	2.22168270654027e-290	0.269224494324963	0.512	0.387	6.16272565967207e-286	1	PTPRF
ZFP36	8.62191429839885e-286	0.328748013331027	0.353	0.224	2.39163280723286e-281	1	ZFP36
MARVELD3	2.48603765296242e-284	0.203142098644185	0.29	0.173	6.89601984555246e-280	1	MARVELD3
SLC37A4	2.63101276388343e-280	0.270704840531719	0.445	0.351	7.29816630573625e-276	1	SLC37A4
AOPEP	4.86778255802881e-280	0.324560937141036	0.737	0.643	1.35027420377161e-275	1	AOPEP
TMEM123	2.49168264429555e-277	0.282111492344559	0.665	0.554	6.91167848701141e-273	1	TMEM123
IL6ST	3.81320466822948e-277	0.259120421542452	0.542	0.415	1.05774484292017e-272	1	IL6ST
NAV1	2.70958611985075e-276	0.266957036704832	0.525	0.387	7.516120937854e-272	1	NAV1
PTEN	3.15229546258792e-274	0.286081336063657	0.696	0.592	8.74415238367263e-270	1	PTEN
IRF9	2.59545693459861e-271	0.242273966218192	0.47	0.338	7.19953799088307e-267	1	IRF9
LRP5	6.51898534232762e-269	0.262214701340963	0.261	0.19	1.80830134410826e-264	1	LRP5
SWI5	9.10546732164327e-269	0.248792654244711	0.646	0.529	2.52576558035063e-264	1	SWI5
CFAP36	1.71680888417065e-268	0.282217943727008	0.862	0.779	4.76225616380097e-264	1	CFAP36
ATL1	1.47302472240492e-267	0.223936990497682	0.412	0.296	4.086023277479e-263	1	ATL1
SLC29A41	2.04595251831664e-267	0.303230556858702	0.692	0.569	5.67526769055852e-263	1	SLC29A4
CFC1	4.21704600403892e-264	0.283177061264821	0.587	0.464	1.16976639106036e-259	1	CFC1
EXPH5	4.29278164889783e-264	0.249658641642397	0.344	0.222	1.19077470158777e-259	1	EXPH5
DGCR2	1.15648721582224e-258	0.208440042259483	0.402	0.283	3.20797988796931e-254	1	DGCR2
ID2	1.33472758630572e-258	0.401191633777809	0.527	0.433	3.70240085165343e-254	1	ID2
H3F3B	2.6311527668816e-258	0.323049169935511	0.991	0.975	7.29855466005286e-254	1	H3F3B
PTP4A3	1.09277222743014e-256	0.257173700530781	0.315	0.205	3.03124088166846e-252	1	PTP4A3
TNFRSF1A	1.21778354882154e-256	0.259882372596967	0.672	0.557	3.37800978607607e-252	1	TNFRSF1A
EGLN1	2.27956889522578e-256	0.222789791847036	0.451	0.332	6.3232961584668e-252	1	EGLN1
LRRTM3	5.23259877402021e-256	0.262995841821836	0.407	0.284	1.45147057392547e-251	1	LRRTM3
LPGAT1	2.15598096561099e-253	0.248913289727433	0.51	0.412	5.98047560050832e-249	1	LPGAT1
DHX40	1.32493304554788e-250	0.202537759125007	0.379	0.26	3.67523177504527e-246	1	DHX40
HLA-E	5.61865245826524e-248	0.283228599691513	0.708	0.597	1.55855800539819e-243	1	HLA-E
PAK3	2.75486682043044e-247	0.351938616313102	0.73	0.644	7.64172507319199e-243	1	PAK3
SLC25A4	3.17979602742138e-246	0.27080386516888	0.891	0.835	8.82043620046415e-242	1	SLC25A4
SERPINB6	3.99010977454069e-246	0.262998115626431	0.795	0.718	1.10681655035984e-241	1	SERPINB6
TPPP3	4.60493529708875e-239	0.353861336588153	0.619	0.47	1.27736300205945e-234	1	TPPP3
RORA	1.1336808605785e-237	0.221445454786198	0.465	0.353	3.1447173391587e-233	1	RORA
KCNMA1	6.83933184205993e-237	0.296521005564037	0.832	0.749	1.897162259669e-232	1	KCNMA1
CARHSP11	7.66561459463644e-235	0.253955772830507	0.598	0.475	2.1263648324062e-230	1	CARHSP1
GADD45G	3.18499311219085e-234	0.345525175800677	0.467	0.36	8.83485239390621e-230	1	GADD45G
VWA1	6.17444634523735e-232	0.25467551412406	0.513	0.407	1.71272967170539e-227	1	VWA1
SULF2	8.26276776776339e-232	0.202185782347561	0.31	0.202	2.29200915109989e-227	1	SULF2
LINC00963	4.01665164679226e-231	0.257170321185819	0.44	0.317	1.11417900030371e-226	1	LINC00963
CTSB	3.58040543757881e-230	0.321013402933759	0.778	0.708	9.93168664329985e-226	1	CTSB
IDS	1.89955948195952e-226	0.304608782773416	0.954	0.917	5.26918804700751e-222	1	IDS
ENDOD1	1.36998262949702e-224	0.216832041224462	0.461	0.355	3.80019481596178e-220	1	ENDOD1
NFIL3	1.67238322674434e-222	0.208183592710237	0.362	0.244	4.63902383266611e-218	1	NFIL3
SREBF1	5.04383297233111e-221	0.25838299629295	0.613	0.523	1.39910882819493e-216	1	SREBF1
CLDN4	5.54346959778129e-220	0.298984392578739	0.539	0.448	1.53770303172855e-215	1	CLDN4
SOD2	7.43622014538842e-220	0.275071467952547	0.555	0.492	2.06273310612929e-215	1	SOD2
CDK2AP1	5.93023647393045e-219	0.287892178761413	0.687	0.577	1.64498829550357e-214	1	CDK2AP1
IRF2BP2	7.4588001050328e-218	0.251997990401729	0.599	0.498	2.06899656113505e-213	1	IRF2BP2
ARL4D1	1.24600523120697e-217	0.27094426488782	0.348	0.269	3.45629391084503e-213	1	ARL4D
TMEM176B	1.5741968928522e-211	0.282457615387115	0.639	0.554	4.36666476108272e-207	1	TMEM176B
SORL1	1.6097360184122e-211	0.290075389769987	0.811	0.734	4.4652467414736e-207	1	SORL1
BTG2	1.71564668161452e-211	0.419465014227028	0.547	0.42	4.75903233013052e-207	1	BTG2
CAMK2B	4.48263244799741e-211	0.277313319609104	0.547	0.454	1.24343741475e-206	1	CAMK2B
MMP24OS	1.10749332612854e-207	0.250585383096809	0.769	0.672	3.07207573734795e-203	1	MMP24OS
H3F3A1	1.08789505386748e-206	0.309611926133371	0.993	0.975	3.017712089923e-202	1	H3F3A
GNAS1	2.71921720176388e-206	0.316768151044363	1	1	7.54283659597282e-202	1	GNAS
GJD2	6.1524288569019e-201	0.28196813469208	0.39	0.307	1.70662224061602e-196	1	GJD2
PLEKHA1	3.60608853470083e-199	0.248491596892979	0.569	0.47	1.00029289864066e-194	1	PLEKHA1
MLEC	1.09692865220173e-198	0.250590529974652	0.745	0.67	3.04277038834238e-194	1	MLEC
PLCB4	2.07772661463226e-196	0.245630559276911	0.51	0.401	5.76340585632843e-192	1	PLCB4
SEC24D	1.70375898035026e-195	0.218793239723853	0.555	0.454	4.7260570355936e-191	1	SEC24D
ISCA1	1.264870819997e-194	0.223721138744667	0.612	0.515	3.50862516758969e-190	1	ISCA1
APOBEC2	5.83735866789413e-194	0.259880058606485	0.327	0.228	1.61922492088715e-189	1	APOBEC2
OTUD6B-AS1	1.10560341408119e-193	0.246085946807771	0.844	0.775	3.0668333103198e-189	1	OTUD6B-AS1
PRR13	2.4611250915341e-190	0.226369571960145	0.815	0.73	6.82691489140645e-186	1	PRR13
MAN1C1	1.74766364612645e-188	0.240129244547044	0.488	0.38	4.84784418799017e-184	1	MAN1C1
TMEM176A	2.68861523174006e-188	0.23555941306477	0.542	0.448	7.45794979132374e-184	1	TMEM176A
OTULINL1	3.63590312758059e-187	0.257659222948067	0.691	0.6	1.00856316855958e-182	1	OTULINL
RAB11B	1.41608486383459e-184	0.214413673304847	0.599	0.491	3.92807780379076e-180	1	RAB11B
RRAGA	1.11034163646433e-180	0.223438563031108	0.805	0.732	3.07997666538841e-176	1	RRAGA
PHC2	1.43503040426005e-180	0.222634151695756	0.583	0.47	3.98063083837696e-176	1	PHC2
SRPRB	7.96985483090063e-178	0.203599838031064	0.612	0.535	2.21075803154352e-173	1	SRPRB
AGT	9.5127764916132e-178	0.332342004636457	0.293	0.21	2.63874907100859e-173	1	AGT
CHGA	1.4388150975929e-177	0.38140701953783	0.982	0.973	3.99112919921295e-173	1	CHGA
SLC25A1	7.0588279051296e-175	0.221381080317911	0.645	0.543	1.9580482726039e-170	1	SLC25A1
VWA5A	1.1733072788602e-172	0.220710359789305	0.546	0.434	3.25463706083032e-168	1	VWA5A
CHPF	2.53222578453595e-170	0.218435084653865	0.822	0.758	7.02414110372427e-166	1	CHPF
CLIC1	4.2710123689805e-169	0.226561578711639	0.939	0.905	1.1847361210315e-164	1	CLIC1
DYNLT3	1.49350295180095e-168	0.231787696741621	0.834	0.769	4.14282783800064e-164	1	DYNLT3
SELENOH1	8.07304343015394e-167	0.234928308469031	0.924	0.862	2.2393815170904e-162	1	SELENOH
MTUS1	1.87645802353726e-166	0.206756642479428	0.293	0.199	5.20510691149001e-162	1	MTUS1
NR2F6	3.57992032371174e-165	0.211861577008387	0.597	0.525	9.930340985944e-161	1	NR2F6
YPEL2	6.56823060995892e-164	0.211885086657664	0.408	0.316	1.8219614888965e-159	1	YPEL2
MTPN	4.5465488398497e-162	0.232858624776363	0.716	0.627	1.26116718268591e-157	1	MTPN
PTGS2	4.19639043251703e-160	0.201417665041385	0.111	0.052	1.1640367420759e-155	1	PTGS2
WNT4	1.60900576144763e-159	0.342978952283929	0.865	0.798	4.46322108167959e-155	1	WNT4
EDN3	1.06501822290802e-158	0.350479554168651	0.417	0.335	2.95425404852455e-154	1	EDN3
DNAJC12	3.34141041679961e-158	0.211709762598141	0.929	0.88	9.26873835516045e-154	1	DNAJC12
IER2	6.07536348288373e-156	0.305416227487918	0.438	0.332	1.68524507651712e-151	1	IER2
GSTM3	3.66839819390388e-155	0.206750143045323	0.565	0.468	1.017576975007e-150	1	GSTM3
SCD	5.65303622826514e-153	0.243582840038533	0.739	0.665	1.56809571935847e-148	1	SCD
PTMA	7.45236300040014e-153	0.222133256725987	0.995	0.98	2.06721097268099e-148	1	PTMA
DNAJC7	9.26286046028825e-153	0.22892455688692	0.8	0.746	2.56942486307936e-148	1	DNAJC7
THBD	2.7500571431525e-148	0.215434720305557	0.218	0.155	7.62838350939072e-144	1	THBD
MT1G	1.22035100898773e-146	0.31524865351448	0.107	0.093	3.38513166383108e-142	1	MT1G
POMC	5.47074908445379e-146	0.22423073641336	0.312	0.261	1.51753108853664e-141	1	POMC
GABARAPL1	4.20928704406715e-145	0.200019778532849	0.572	0.488	1.16761413315379e-140	1	GABARAPL1
CD991	1.76430789569833e-143	0.210104433992362	0.997	0.993	4.8940136718776e-139	1	CD99
RASD1	2.49392408155406e-143	0.309550852921475	0.862	0.811	6.9178960098228e-139	1	RASD1
ATP6V1G1	2.70396583875867e-143	0.221209825859522	0.99	0.973	7.50053084013267e-139	1	ATP6V1G1
VKORC1	3.90779316760047e-142	0.214054509347426	0.949	0.921	1.0839827467607e-137	1	VKORC1
XBP1	9.24849191066627e-141	0.235350365015984	0.948	0.925	2.56543917109972e-136	1	XBP1
SIL1	2.90481363223265e-138	0.238007843156894	0.796	0.756	8.05766253445015e-134	1	SIL1
TRAPPC5	5.37818771041529e-138	0.201662943936133	0.908	0.873	1.4918554889921e-133	1	TRAPPC5
RHOB	8.51300261210263e-138	0.25041993678117	0.377	0.28	2.36142179457115e-133	1	RHOB
EIF4G2	2.73358246773919e-132	0.211397857586887	0.913	0.862	7.58268440726174e-128	1	EIF4G2
SRI	3.10736221024246e-131	0.212672756881185	0.811	0.736	8.61951203499155e-127	1	SRI
INSM11	1.28774710333291e-130	0.253608731126931	0.744	0.682	3.57208168993516e-126	1	INSM1
HDLBP	6.22058389341447e-129	0.212892358758856	0.855	0.799	1.72552776619424e-124	1	HDLBP
ECEL1	6.49790968397307e-129	0.210009162695138	0.118	0.067	1.80245516723729e-124	1	ECEL1
SLC9A3R11	1.16831728446985e-125	0.206736467691826	0.596	0.49	3.24079531539092e-121	1	SLC9A3R1
SELENOW	1.1451673702079e-124	0.21233859922988	0.925	0.865	3.17657976821971e-120	1	SELENOW
C14orf132	2.59290476461425e-123	0.204780604548984	0.7	0.623	7.19245852656347e-119	1	C14orf132
DYNLL1	2.91473478488081e-121	0.235960473328533	0.958	0.927	8.08518281978087e-117	1	DYNLL1
PPP1R1A1	1.2095093617892e-119	0.274858729877205	0.805	0.74	3.35505801866707e-115	1	PPP1R1A
HES1	1.29322294954711e-117	0.23108857299803	0.351	0.291	3.58727113974872e-113	1	HES1
PLAGL11	6.41058494118605e-115	0.211670760472762	0.514	0.441	1.7782321568356e-110	1	PLAGL1
ANKRD11	3.34304302676804e-111	0.200885160374194	0.679	0.599	9.27326705195186e-107	1	ANKRD11
ACAT1	3.17467403548334e-110	0.205460807611658	0.756	0.719	8.80622830702724e-106	1	ACAT1
ZBTB20	4.09817934725151e-110	0.215881982553609	0.729	0.652	1.1367939691341e-105	1	ZBTB20
TUBB1	1.97538109307348e-109	0.211381122644203	0.954	0.925	5.47950961407651e-105	1	TUBB
FADS1	3.00224076944422e-104	0.204433755051417	0.389	0.344	8.32791567036131e-100	1	FADS1
CKB	2.63056446876329e-103	0.235366302373188	0.727	0.684	7.29692277990249e-99	1	CKB
MIDN	8.62206856979796e-102	0.200376715569532	0.534	0.44	2.39167560057626e-97	1	MIDN
JUN	4.96060516363832e-101	0.275055346162207	0.714	0.597	1.37602226634163e-96	1	JUN
TMSB10	3.00295162476123e-100	0.210649961128068	0.942	0.891	8.32988751192519e-96	1	TMSB10
TIMP1	6.67211282798864e-91	0.204609406140973	0.95	0.94	1.85077737735577e-86	1	TIMP1
MEG3	4.61044578873702e-86	0.222332230015994	0.977	0.966	1.27889155733776e-81	1	MEG3
SELENOM	1.66266646131396e-82	0.215881078699589	0.652	0.606	4.61207049703879e-78	1	SELENOM
PRG4	2.17183130593925e-62	0.272642837152101	0.137	0.088	6.0244428595449e-58	1	PRG4
VIM	7.36002942476319e-55	0.213385927044495	0.113	0.086	2.04159856213506e-50	1	VIM
SPP1	1.51806128231648e-52	0.624011535683238	0.402	0.357	4.21095019101767e-48	1	SPP1
RGS16	1.29370696336217e-51	0.231599318046333	0.446	0.406	3.58861374567033e-47	1	RGS16
NEAT1	5.08427708869667e-51	0.316299756513109	0.77	0.721	1.41032762163357e-46	1	NEAT1
FABP5	7.18277082754175e-50	0.217904361569486	0.172	0.143	1.99242879985181e-45	1	FABP5
TFF3	0	1.11522121927322	0.872	0.633	0	2	TFF3
SIX3	0	1.10866062689587	0.774	0.333	0	2	SIX3
SIX3-AS1	0	1.03468231977171	0.641	0.208	0	2	SIX3-AS1
METRN1	0	0.559570803165748	0.956	0.88	0	2	METRN
RPL42	0	0.552006986168668	0.996	0.966	0	2	RPL4
EEF1A11	0	0.513899085578088	1	0.999	0	2	EEF1A1
PCP41	0	0.508153581451546	0.871	0.715	0	2	PCP4
ABCC81	0	0.476623781438761	0.962	0.847	0	2	ABCC8
KCNK161	0	0.472354399747308	0.79	0.596	0	2	KCNK16
SLC25A61	0	0.464447290608579	0.987	0.949	0	2	SLC25A6
NENF	0	0.453354390349979	0.972	0.921	0	2	NENF
PABPC11	0	0.444431962675977	0.932	0.842	0	2	PABPC1
RPL23A	0	0.43917157586172	0.999	0.99	0	2	RPL23A
RPS31	0	0.432978679835682	1	0.996	0	2	RPS3
EIF3L	0	0.424991667216669	0.863	0.744	0	2	EIF3L
EIF3E	0	0.424556847957227	0.982	0.937	0	2	EIF3E
NPDC1	0	0.420303017618406	0.945	0.87	0	2	NPDC1
PARVB1	0	0.414115839386559	0.854	0.709	0	2	PARVB
RPL6	0	0.41162201028923	1	0.993	0	2	RPL6
RPL13	0	0.403281608469453	1	0.997	0	2	RPL13
WNT41	0	0.402838585768132	0.883	0.8	0	2	WNT4
SSTR5-AS1	0	0.400938014425759	0.477	0.265	0	2	SSTR5-AS1
RPL51	0	0.393494370710545	0.999	0.995	0	2	RPL5
RACK1	0	0.384482738428368	0.999	0.988	0	2	RACK1
BMP5	0	0.380644804603863	0.699	0.514	0	2	BMP5
PCSK1N	0	0.316339613459049	1	1	0	2	PCSK1N
AL109807.1	0	0.275968189440172	0.127	0.03	0	2	AL109807.1
EEF21	4.42032561661397e-306	0.45029049291859	0.995	0.976	1.22615412279255e-301	2	EEF2
RPS13	9.58767231930892e-306	0.396892055017807	0.999	0.989	2.6595244246531e-301	2	RPS13
C4orf481	9.63977437414135e-305	0.378213997493766	0.974	0.924	2.67397701364307e-300	2	C4orf48
RPS14	1.02311947392453e-304	0.4054281613106	0.999	0.992	2.83803110871925e-300	2	RPS14
RPL12	6.79031618063169e-300	0.423617684679003	0.999	0.986	1.88356580534542e-295	2	RPL12
RPL19	1.70709860791212e-299	0.38080730167627	0.999	0.996	4.73532082848744e-295	2	RPL19
RPL7A1	1.02847109570136e-296	0.362128417946392	1	0.997	2.85287597236601e-292	2	RPL7A
HMGN31	1.78445425288654e-296	0.362564549571675	0.884	0.749	4.94989765208197e-292	2	HMGN3
EIF4A21	6.38091162245269e-296	0.363200785779566	0.995	0.983	1.77000107495215e-291	2	EIF4A2
CSTB1	8.99884015905082e-293	0.341250147544197	0.982	0.944	2.49618827171911e-288	2	CSTB
EEF1D	6.82207350550947e-292	0.356276979161429	0.965	0.903	1.89237496969327e-287	2	EEF1D
NKX2-21	9.21634063037898e-291	0.357212946111753	0.807	0.679	2.55652072746082e-286	2	NKX2-2
NAA381	4.72449630080966e-287	0.354999482330932	0.908	0.793	1.31052802888159e-282	2	NAA38
COMMD6	1.20267153049965e-286	0.365839156092634	0.969	0.888	3.33609055845298e-282	2	COMMD6
EIF4B	9.58445240053061e-285	0.355337284246141	0.936	0.861	2.65863125138319e-280	2	EIF4B
RPS27A	6.66692261741814e-281	0.361716676001665	1	0.997	1.84933766484562e-276	2	RPS27A
NME2	7.71798338257872e-281	0.317846824730127	0.994	0.966	2.14089141049351e-276	2	NME2
POLR2L1	1.41471318346211e-279	0.399622014250836	0.934	0.837	3.92427289960555e-275	2	POLR2L
TLE51	2.4650714207352e-279	0.309491272983702	0.932	0.846	6.83786161397736e-275	2	TLE5
TOMM7	3.58976698423516e-279	0.384220337762589	0.994	0.962	9.9576546375699e-275	2	TOMM7
COMTD1	1.73001718370367e-278	0.317701249434302	0.805	0.702	4.7988946658756e-274	2	COMTD1
RPS81	2.61638542844133e-277	0.424113390767976	0.999	0.99	7.25759153995342e-273	2	RPS8
RPS16	1.76294670379151e-276	0.39041415196533	0.998	0.984	4.89023786164727e-272	2	RPS16
ERO1B1	2.17995342353956e-276	0.390880228624023	0.979	0.922	6.04697280155638e-272	2	ERO1B
RPS6	3.82191258359651e-272	0.413142158799203	1	0.993	1.06016033156384e-267	2	RPS6
RPL18	1.15296796278642e-271	0.311968000708505	1	0.996	3.19821783197326e-267	2	RPL18
SEC11A	2.55924462053722e-267	0.275522587808729	0.947	0.905	7.0990886529082e-263	2	SEC11A
RPL34	4.87839489371519e-267	0.443765182084995	0.999	0.991	1.35321795956766e-262	2	RPL34
RPL30	2.44998256015938e-266	0.344947550694783	0.999	0.995	6.7960066236261e-262	2	RPL30
EEF1G	5.6643384384413e-266	0.438138314965143	0.999	0.987	1.57123083943923e-261	2	EEF1G
RPL18A	9.87580418268164e-266	0.370918038694882	0.999	0.988	2.73944932223406e-261	2	RPL18A
BEX31	4.80518748267727e-263	0.384104772081687	0.944	0.838	1.33291095581985e-258	2	BEX3
C1orf1271	6.82570111024303e-263	0.323223837732802	0.609	0.437	1.89338123097031e-258	2	C1orf127
TPT1	2.17647348805029e-262	0.363240992116245	1	0.994	6.03731980850271e-258	2	TPT1
RPS281	1.13496016953201e-261	0.416529164248458	0.999	0.989	3.14826601426484e-257	2	RPS28
RPS25	1.81573471521304e-260	0.422151226813883	0.999	0.984	5.03666652652945e-256	2	RPS25
GPX3	1.97062877893604e-260	0.548828516265784	0.737	0.59	5.46632716989067e-256	2	GPX3
RPS2	5.7660619958225e-260	0.374974323360679	1	0.998	1.5994479370212e-255	2	RPS2
PLK2	2.9791553870903e-258	0.349333330037909	0.545	0.368	8.26387912824978e-254	2	PLK2
EPHX2	4.03594087388699e-258	0.262929982180754	0.546	0.414	1.11952963900751e-253	2	EPHX2
RPL27A1	4.73175061372169e-258	0.429640626754687	0.999	0.988	1.31254030274026e-253	2	RPL27A
RBP1	1.51899179797171e-257	0.384574714101287	0.885	0.782	4.21353134839373e-253	2	RBP1
RPS3A	2.64982885089606e-256	0.365998600960706	1	0.995	7.35036024950059e-252	2	RPS3A
KCNH2	2.74166414637641e-256	0.271614184166044	0.606	0.464	7.60510217563352e-252	2	KCNH2
TSPAN13	5.53024654476898e-256	0.310181849258562	0.897	0.841	1.53403508905347e-251	2	TSPAN13
SHISAL2B1	1.58488711988986e-255	0.536369751155961	0.839	0.662	4.39631838186248e-251	2	SHISAL2B
RPL22	1.7821334951249e-255	0.357269428127712	0.998	0.978	4.94346010212695e-251	2	RPL22
RPS21	5.57288154175247e-255	0.351249584182859	0.998	0.988	1.54586161086672e-250	2	RPS21
COPS91	6.02849454268093e-255	0.334855901609824	0.899	0.779	1.67224410119426e-250	2	COPS9
RPL11	1.09353966488159e-254	0.34010951079975	1	0.998	3.03336967641505e-250	2	RPL11
RPL26	1.19730143203303e-254	0.389259995436102	0.999	0.992	3.32119444231643e-250	2	RPL26
RPLP2	1.25024573025189e-254	0.461498968270134	0.999	0.981	3.46805663114571e-250	2	RPLP2
ARL6IP41	2.14451437559409e-254	0.325006493879529	0.963	0.903	5.94866842646044e-250	2	ARL6IP4
RPL8	4.58381899371069e-254	0.363021071371808	1	0.996	1.27150555066541e-249	2	RPL8
ATP6V0E21	4.9944777018017e-254	0.306394327236147	0.886	0.787	1.38541816970277e-249	2	ATP6V0E2
SNHG29	6.94593974902782e-253	0.38499665655604	0.995	0.962	1.92673422698283e-248	2	SNHG29
SPP11	9.92779813107904e-253	1.2597158782509	0.501	0.344	2.75387192358001e-248	2	SPP1
RPS4X	1.68249972699138e-251	0.359272629830456	1	0.996	4.6670859927014e-247	2	RPS4X
RPL15	1.71482897469445e-249	0.344840270586324	1	0.998	4.75676409290494e-245	2	RPL15
CELF4	2.21937118441789e-249	0.297627597861792	0.592	0.438	6.15631372845678e-245	2	CELF4
MLLT11	9.01343523534134e-248	0.354835154051091	0.592	0.423	2.50023679993134e-243	2	MLLT11
NOP53	1.86918512899066e-247	0.386801140091241	0.928	0.852	5.18493262930719e-243	2	NOP53
SH3BGRL	1.54985416591503e-246	0.291630578958452	0.781	0.647	4.2991404708317e-242	2	SH3BGRL
RPL29	1.64277936732405e-246	0.333032284971786	0.999	0.984	4.55690568702019e-242	2	RPL29
RPLP0	4.34947321259568e-246	0.390097109695504	0.998	0.983	1.20650037444192e-241	2	RPLP0
PFDN5	7.21589309777025e-246	0.29261546193278	0.998	0.98	2.00161658639049e-241	2	PFDN5
RPL35A	9.13639315175883e-245	0.364632301233594	0.999	0.987	2.53434409636638e-240	2	RPL35A
NACA	2.05464557936619e-244	0.28225663465212	0.998	0.985	5.69938137260387e-240	2	NACA
RPS91	2.31925443271256e-244	0.33325110947593	0.999	0.994	6.43337987090137e-240	2	RPS9
RPLP11	6.12982409854104e-244	0.357199421584392	1	0.996	1.7003519066943e-239	2	RPLP1
RPL31	1.8375458618437e-243	0.597814538254802	0.992	0.946	5.09716846616823e-239	2	RPL31
RPS15A	3.60135210380523e-243	0.389218608895026	0.999	0.986	9.98979060074533e-239	2	RPS15A
SLC43A2	1.66068795481592e-242	0.295834656702903	0.439	0.291	4.60658231786388e-238	2	SLC43A2
RPL32	7.95931586786133e-242	0.373958771037008	0.999	0.991	2.20783462858605e-237	2	RPL32
RPS231	2.32437870866685e-241	0.3641001916533	1	0.994	6.44759409997097e-237	2	RPS23
DIPK1B	5.41385234887926e-241	0.231719335765405	0.353	0.253	1.50174850305562e-236	2	DIPK1B
RPL17	2.09747687424758e-240	0.37401423144594	1	0.996	5.81819110147536e-236	2	RPL17
AC004540.2	7.06309762825483e-240	0.257159559988812	0.318	0.188	1.95923265110161e-235	2	AC004540.2
RPL36	1.21709232140533e-239	0.361155914360227	0.999	0.989	3.37609239034625e-235	2	RPL36
RPL41	2.38209195780495e-239	0.419541524487657	1	0.996	6.60768488175515e-235	2	RPL41
NME4	3.00953149935103e-239	0.315432585337291	0.663	0.51	8.34813942604981e-235	2	NME4
RPL21	8.0568199667448e-239	0.414483271553973	1	0.995	2.23488129057534e-234	2	RPL21
RPS18	9.26820159667289e-239	0.354288992111241	1	0.997	2.57090644090109e-234	2	RPS18
RPL141	2.85390486742669e-238	0.33514417959071	0.999	0.993	7.91644671175491e-234	2	RPL14
RPS15	2.12798124811213e-237	0.339155758781843	0.999	0.994	5.90280718413825e-233	2	RPS15
RPL9	6.62011297029663e-237	0.344062492081164	0.999	0.993	1.83635313683058e-232	2	RPL9
UBA521	1.33618257101592e-236	0.3215176880285	0.998	0.979	3.70643683374105e-232	2	UBA52
RPL13A	7.38709385494623e-236	0.453770773177875	0.999	0.996	2.04910596442353e-231	2	RPL13A
PEMT	9.0541929966498e-236	0.434630817356779	0.882	0.768	2.51154259534069e-231	2	PEMT
SLC30A81	2.35852010593362e-235	0.332271864907258	0.978	0.877	6.54229892184926e-231	2	SLC30A8
VEGFB1	1.71019536764238e-234	0.234490708402223	0.793	0.711	4.7439109303032e-230	2	VEGFB
RPL35	4.9745218396616e-234	0.351480665117323	0.998	0.983	1.37988261310373e-229	2	RPL35
RPSA1	1.40442205683602e-233	0.346331886120182	0.999	0.987	3.89572634345743e-229	2	RPSA
MLXIPL1	5.28333255945259e-233	0.338951882701766	0.712	0.571	1.46554361866655e-228	2	MLXIPL
RPS241	1.32266583408342e-232	0.322347511661462	1	0.995	3.66894275716399e-228	2	RPS24
GABARAPL21	5.33599727002759e-232	0.283196454527565	0.968	0.925	1.48015228273295e-227	2	GABARAPL2
CMBL1	4.50182363692305e-231	0.248974116945567	0.528	0.384	1.24876085864608e-226	2	CMBL
KCNMB2	9.19866343959731e-231	0.289649746784338	0.625	0.491	2.5516172515099e-226	2	KCNMB2
NECTIN3	2.87659768401102e-230	0.249109265929605	0.67	0.564	7.97939431567818e-226	2	NECTIN3
FAAP20	2.66740266969525e-229	0.302248260387375	0.806	0.683	7.39910826546765e-225	2	FAAP20
LYSMD21	4.8718471746696e-229	0.277800985115852	0.811	0.686	1.3514016877816e-224	2	LYSMD2
CXXC4	5.52401913770069e-229	0.230483080173025	0.445	0.309	1.53230766860679e-224	2	CXXC4
UQCRB1	3.7981949689411e-226	0.312932346687709	0.998	0.981	1.05358130243457e-221	2	UQCRB
ORAI2	1.85594384156399e-224	0.255344267705258	0.59	0.463	5.14820262211435e-220	2	ORAI2
RPL71	3.28470971174951e-224	0.452359837929849	0.998	0.982	9.11145626942196e-220	2	RPL7
RPL10	1.54148056510072e-223	0.350956035642855	1	0.994	4.2759129395329e-219	2	RPL10
SNHG5	2.68762362303725e-223	0.404457811972544	0.854	0.755	7.45519916794304e-219	2	SNHG5
GSN	1.08181069625477e-222	0.356141143742666	0.946	0.912	3.00083469034112e-218	2	GSN
RPL24	1.17170730499435e-222	0.30308098619671	0.999	0.995	3.25019889332384e-218	2	RPL24
CEP126	5.69532145312022e-222	0.230153939337485	0.456	0.324	1.57982521788102e-217	2	CEP126
RPL281	1.54807496797717e-221	0.32880824314637	0.999	0.987	4.29420515367187e-217	2	RPL28
PTPRN2	3.75691080012093e-221	0.257436817230127	0.675	0.563	1.04212948684554e-216	2	PTPRN2
RPL37A1	3.41700659469427e-220	0.392079669531216	0.999	0.992	9.47843459302242e-216	2	RPL37A
GNG10	4.47024354068709e-220	0.305807051162157	0.905	0.798	1.24000085575119e-215	2	GNG10
EIF3H1	5.63306940785775e-220	0.317809426909084	0.965	0.9	1.56255712304566e-215	2	EIF3H
